;Gemeentenaam;month;koopprijs;Relative_difference %
1080;Duiven;5;277428.5714285714;1.9965795431293731
1081;Duiven;6;246579.3103448276;-11.119713057992108
1082;Duiven;7;315086.95652173914;27.783209418952204
1083;Duiven;8;236375.0;-24.98102663170968
1084;Duiven;9;219194.11764705883;-7.268485395215729
1085;Duiven;10;224043.47826086957;2.2123589199684046
1086;Duiven;11;263960.0;17.816417620803414
1087;Duiven;12;235433.33333333334;-10.807193009041772
1088;Echt-Susteren;1;275931.0344827586;
1089;Echt-Susteren;2;293391.3043478261;6.32776588461581
1090;Echt-Susteren;3;220423.2142857143;-24.870570116013212
1091;Echt-Susteren;4;250391.30434782608;13.595705043692409
1092;Echt-Susteren;5;255303.84615384616;1.9619458506417997
1093;Echt-Susteren;6;248770.83333333334;-2.5589167256712675
1094;Echt-Susteren;7;263000.0;5.719788962398464
1095;Echt-Susteren;8;239372.5;-8.983840304182511
1096;Echt-Susteren;9;242051.72413793104;1.119269815008428
1097;Echt-Susteren;10;254640.0;5.200655317330294
1098;Echt-Susteren;11;299396.5517241379;17.576402656353252
1099;Echt-Susteren;12;308480.0;3.033918802188307
1100;Edam-Volendam;1;348433.3333333333;
1101;Edam-Volendam;2;321666.6666666667;-7.682005165981042
1102;Edam-Volendam;3;380574.0740740741;18.313183649971208
1103;Edam-Volendam;4;378975.0;-0.4201742007688303
1104;Edam-Volendam;5;356384.6153846154;-5.960916845539844
1105;Edam-Volendam;6;310080.0;-12.992877185409025
1106;Edam-Volendam;7;335461.53846153844;8.185480670000779
1107;Edam-Volendam;8;340777.77777777775;1.5847537516879395
1108;Edam-Volendam;9;429975.0;26.174600586892737
1109;Edam-Volendam;10;301187.5;-29.95232280946567
1110;Edam-Volendam;11;353842.1052631579;17.48233418158387
1111;Edam-Volendam;12;339772.7272727273;-3.9761740564953407
1112;Ede;1;306105.82524271845;
1113;Ede;2;323501.2195121951;5.682804061531144
1114;Ede;3;303349.3788819876;-6.229293558952975
1115;Ede;4;298569.84126984124;-1.5755883957177086
1116;Ede;5;307921.31147540984;3.1320880119023675
1117;Ede;6;335974.6936416185;9.110568551358277
1118;Ede;7;281759.6899224806;-16.136633128972676
1119;Ede;8;273494.6666666667;-2.9333590117478603
1120;Ede;9;317274.3506493507;16.00750921993017
1121;Ede;10;284866.6666666667;-10.214404005983047
1122;Ede;11;305632.0855614973;7.289522195704645
1123;Ede;12;318715.4137931034;4.2807443490659125
1124;Eemnes;1;406000.0;
1125;Eemnes;2;388166.6666666667;-4.392446633825942
1126;Eemnes;3;436227.2727272727;12.381435653226113
1127;Eemnes;4;505166.6666666667;15.803549720398745
1128;Eemnes;5;410388.8888888889;-18.76168481249313
1129;Eemnes;6;380928.5714285714;-7.1786342802993675
1130;Eemnes;7;322166.6666666667;-15.425964122757662
1131;Eemnes;8;648071.4285714285;101.16029857364568
1132;Eemnes;9;566437.5;-12.596439986773934
1133;Eemnes;10;393888.8888888889;-30.462074123113513
1134;Eemnes;11;507000.0;28.716502115655864
1135;Eemnes;12;466000.0;-8.08678500986193
1136;Eemsmond;1;246400.0;
1137;Eemsmond;2;215785.7142857143;-12.424628942486082
1138;Eemsmond;3;180957.14285714287;-16.140350877192976
1139;Eemsmond;4;184857.14285714287;2.155206441935742
1140;Eemsmond;5;197500.0;6.839258114374025
1141;Eemsmond;6;158900.0;-19.544303797468356
1142;Eemsmond;7;193555.55555555556;21.809663659883928
1143;Eemsmond;8;168071.42857142858;-13.166311300639656
1144;Eemsmond;9;218392.85714285713;29.94050148746279
1145;Eemsmond;10;157444.44444444444;-27.907695103116193
1146;Eemsmond;11;215950.0;37.15949188426253
1147;Eemsmond;12;206583.33333333334;-4.337423786370298
1148;Eersel;1;402788.23529411765;
1149;Eersel;2;371263.15789473685;-7.826712559357906
1150;Eersel;3;396833.3333333333;6.887345241470544
1151;Eersel;4;319964.28571428574;-19.370612587748237
1152;Eersel;5;464818.1818181818;45.27189519934245
1153;Eersel;6;472466.6666666667;1.6454788447747504
1154;Eersel;7;477843.6875;1.138074114575982
1155;Eersel;8;354733.3333333333;-25.7637293087955
1156;Eersel;9;386437.5;8.937464762262737
1157;Eersel;10;386536.1111111111;0.025517997376311996
1158;Eersel;11;409583.3333333333;5.962501706754431
1159;Eersel;12;350625.0;-14.394710071210582
1160;Eijsden-Margraten;1;311636.36363636365;
1161;Eijsden-Margraten;2;372652.17391304346;19.579168991933436
1162;Eijsden-Margraten;3;380400.0;2.0791039551977697
1163;Eijsden-Margraten;4;319888.82352941175;-15.907249335065266
1164;Eijsden-Margraten;5;451566.6666666667;41.16362731414653
1165;Eijsden-Margraten;6;350722.22222222225;-22.332127654339207
1166;Eijsden-Margraten;7;366200.0;4.413115792808475
1167;Eijsden-Margraten;8;322107.14285714284;-12.04064913786378
1168;Eijsden-Margraten;9;304500.0;-5.466237942122176
1169;Eijsden-Margraten;10;357482.61904761905;17.399874892485734
1170;Eijsden-Margraten;11;365611.1111111111;2.2738146221339184
1171;Eijsden-Margraten;12;328200.0;-10.232487463911266
1172;Eindhoven;1;296399.26470588235;
1173;Eindhoven;2;317469.623655914;7.108775715398541
1174;Eindhoven;3;323447.9233226837;1.883109192597665
1175;Eindhoven;4;306892.1511627907;-5.118527888452807
1176;Eindhoven;5;311083.6820083682;1.365799297797654
1177;Eindhoven;6;339683.6466165414;9.193656325375454
1178;Eindhoven;7;330881.6901408451;-2.5912217333301735
1179;Eindhoven;8;337597.81468531466;2.029766150436063
1180;Eindhoven;9;330893.5714285714;-1.985866899936084
1181;Eindhoven;10;314221.9827586207;-5.038353751622992
1182;Eindhoven;11;322763.75;2.7183862715107754
1183;Eindhoven;12;359962.81862745096;11.525169300285732
1184;Elburg;1;276411.76470588235;
1185;Elburg;2;320789.4736842105;16.054927700182553
1186;Elburg;3;245062.5;-23.606439704675964
1187;Elburg;4;297636.36363636365;21.453247084463612
1188;Elburg;5;302041.6666666667;1.4800957035226991
1189;Elburg;6;307406.0606060606;1.7760443446744878
1190;Elburg;7;249583.33333333334;-18.809885256890503
1191;Elburg;8;300694.44444444444;20.478575403450193
1192;Elburg;9;305583.3333333333;1.6258660508083
1193;Elburg;10;323630.0;5.9056449413689815
1194;Elburg;11;333400.0;3.018879584710943
1195;Elburg;12;269111.1111111111;-19.28281010464573
1196;Emmen;1;196959.4245283019;
1197;Emmen;2;207410.7142857143;5.306316152396451
1198;Emmen;3;204032.06896551725;-1.6289637359538034
1199;Emmen;4;195058.7037037037;-4.398017089818418
1200;Emmen;5;205311.68224299065;5.256355314890904
1201;Emmen;6;227168.8679245283;10.645855824058392
1202;Emmen;7;229298.0350877193;0.93726186279115
1203;Emmen;8;200367.64705882352;-12.616936738174967
1204;Emmen;9;203499.47916666666;1.5630428134556507
1205;Emmen;10;203315.42056074768;-0.0904467208823867
1206;Emmen;11;217985.45801526718;7.215408164348425
1207;Emmen;12;208052.36904761905;-4.5567667944861
1208;Enkhuizen;1;287095.2380952381;
1209;Enkhuizen;2;271571.4285714286;-5.407198540388125
1210;Enkhuizen;3;301312.5;10.951472908995253
1211;Enkhuizen;4;227205.26315789475;-24.594809987008592
1212;Enkhuizen;5;243050.0;6.973754314438607
1213;Enkhuizen;6;240269.23076923078;-1.1441140632664992
1214;Enkhuizen;7;259421.05263157896;7.970983967041012
1215;Enkhuizen;8;214448.27586206896;-17.3358238713875
1216;Enkhuizen;9;241900.0;12.80109342337996
1217;Enkhuizen;10;261625.0;8.15419594873914
1218;Enkhuizen;11;228175.0;-12.785475394171042
1219;Enkhuizen;12;221863.63636363635;-2.766018904947365
1220;Enschede;1;221845.73643410852;
1221;Enschede;2;242837.786259542;9.46245357826312
1222;Enschede;3;258759.53757225434;6.556537826323039
1223;Enschede;4;234657.3076923077;-9.314528115979693
1224;Enschede;5;237302.99386503067;1.1274680506401014
1225;Enschede;6;235054.54545454544;-0.9475010718845267
1226;Enschede;7;238773.2876712329;1.5820762833989033
1227;Enschede;8;240611.11111111112;0.7696939041224482
1228;Enschede;9;239502.97619047618;-0.46055018636409484
1229;Enschede;10;261412.37113402062;9.147859159011018
1230;Enschede;11;243560.3448275862;-6.8290671283043665
1231;Enschede;12;223973.1182795699;-8.042042542632256
1232;Epe;1;377446.34146341466;
1233;Epe;2;366404.7619047619;-2.9253375501913648
1234;Epe;3;392051.28205128206;6.999505141034801
1235;Epe;4;383055.55555555556;-2.2945280139524793
1236;Epe;5;372096.77419354836;-2.8608856347516975
1237;Epe;6;452528.5714285714;21.615827605424485
1238;Epe;7;341951.6129032258;-24.43535403218169
1239;Epe;8;354000.0;3.5234187066647715
1240;Epe;9;427632.0;20.799999999999997
1241;Epe;10;370260.0;-13.41620832865641
1242;Epe;11;361275.8620689655;-2.426440320594847
1243;Epe;12;342267.85714285716;-5.261354804401474
1244;Ermelo;1;464437.5;
1245;Ermelo;2;415666.6666666667;-10.501054142555954
1246;Ermelo;3;405400.0;-2.4699278267842906
1247;Ermelo;4;379500.0;-6.388751850024665
1248;Ermelo;5;333348.48484848486;-12.161137062322824
1249;Ermelo;6;360528.5714285714;8.153655353328082
1250;Ermelo;7;343153.8461538461;-4.819236712884933
1251;Ermelo;8;323338.70967741933;-5.774417713372526
1252;Ermelo;9;314959.4736842105;-2.5914731958844084
1253;Ermelo;10;328583.3333333333;4.325591318069888
1254;Ermelo;11;320826.0869565217;-2.3608155344088
1255;Ermelo;12;343690.4761904762;7.126723843081084
1256;Etten-Leur;1;317030.30303030304;
1257;Etten-Leur;2;288898.30508474575;-8.873599046103909
1258;Etten-Leur;3;296178.5714285714;2.5200100574110484
1259;Etten-Leur;4;343357.60869565216;15.929254111639457
1260;Etten-Leur;5;260382.97872340426;-24.165659321618694
1261;Etten-Leur;6;342866.6666666667;31.67783406874762
1262;Etten-Leur;7;324833.1818181818;-5.259620313577152
1263;Etten-Leur;8;341527.397260274;5.139319618965654
1264;Etten-Leur;9;376047.1698113208;10.107468047355429
1265;Etten-Leur;10;352554.54545454547;-6.247254664504609
1266;Etten-Leur;11;296544.64285714284;-15.886875752853946
1267;Etten-Leur;12;279332.2916666667;-5.804303535764099
1268;Ferwerderadiel;1;199125.0;
1269;Ferwerderadiel;2;131000.0;-34.21217827997489
1270;Ferwerderadiel;3;192000.0;46.56488549618321
1271;Ferwerderadiel;4;268700.0;39.94791666666666
1272;Ferwerderadiel;5;181700.0;-32.3781168589505
1273;Ferwerderadiel;6;189416.66666666666;4.246927169326731
1274;Ferwerderadiel;7;155583.33333333334;-17.861856577210723
1275;Ferwerderadiel;8;210800.0;35.49009105516872
1276;Ferwerderadiel;9;233583.33333333334;10.808032890575593
1277;Ferwerderadiel;10;231875.0;-0.7313592579379247
1278;Ferwerderadiel;11;231000.0;-0.37735849056603765
1279;Ferwerderadiel;12;269750.0;16.774891774891778
1280;Geertruidenberg;1;298352.9411764706;
1281;Geertruidenberg;2;245527.77777777778;-17.70559498773221
1282;Geertruidenberg;3;256397.95918367346;4.427271530854671
1283;Geertruidenberg;4;298000.0;16.225574083655037
1284;Geertruidenberg;5;264620.96774193546;-11.201017536263269
1285;Geertruidenberg;6;254568.18181818182;-3.798937782419931
1286;Geertruidenberg;7;255906.25;0.5256227122578228
1287;Geertruidenberg;8;244029.41176470587;-4.641089553418142
1288;Geertruidenberg;9;288574.0740740741;18.253808828715435
1289;Geertruidenberg;10;282047.61904761905;-2.261622097340521
1290;Geertruidenberg;11;299925.0;6.338426473071079
1291;Geertruidenberg;12;217750.0;-27.398516295740606
1292;Geldermalsen;1;353472.7272727273;
1293;Geldermalsen;2;365478.26086956525;3.3964525889927932
1294;Geldermalsen;3;327412.0689655172;-10.41544627400791
1295;Geldermalsen;4;373590.9090909091;14.104196058287455
1296;Geldermalsen;5;353357.14285714284;-5.416022109050466
1297;Geldermalsen;6;367091.6666666667;3.8868674617613452
1298;Geldermalsen;7;368309.5238095238;0.3317583190911799
1299;Geldermalsen;8;371972.22222222225;0.994462042364308
1300;Geldermalsen;9;363246.34146341466;-2.345842038063428
1301;Geldermalsen;10;362635.71428571426;-0.1681027743432595
1302;Geldermalsen;11;314650.0;-13.232484390080558
1303;Geldermalsen;12;335435.29411764705;6.605845897869722
1304;Geldrop-Mierlo;1;269589.552238806;
1305;Geldrop-Mierlo;2;267910.71428571426;-0.6227385071675862
1306;Geldrop-Mierlo;3;286813.9534883721;7.055798142697056
1307;Geldrop-Mierlo;4;271023.8095238095;-5.505361148756915
1308;Geldrop-Mierlo;5;317539.0625;17.16279210225775
1309;Geldrop-Mierlo;6;426114.9425287356;34.192920761909605
1310;Geldrop-Mierlo;7;318347.5348837209;-25.29068964478928
1311;Geldrop-Mierlo;8;322377.77777777775;1.2659884096570373
1312;Geldrop-Mierlo;9;359215.9090909091;11.42700702482189
1313;Geldrop-Mierlo;10;355565.7894736842;-1.0161352893479858
1314;Geldrop-Mierlo;11;283562.5;-20.250342301002856
1315;Geldrop-Mierlo;12;291650.0;2.852104915142162
1316;Gemert-Bakel;1;338964.28571428574;
1317;Gemert-Bakel;2;366859.375;8.229506901274885
1318;Gemert-Bakel;3;317340.0;-13.498189871800337
1319;Gemert-Bakel;4;319888.8888888889;0.8032044144730799
1320;Gemert-Bakel;5;333058.82352941175;4.11703410089288
1321;Gemert-Bakel;6;345934.7826086957;3.8659714649916355
1322;Gemert-Bakel;7;354272.7272727273;2.4102649063372894
1323;Gemert-Bakel;8;310738.09523809527;-12.288451433947966
1324;Gemert-Bakel;9;285038.46153846156;-8.270512722278866
1325;Gemert-Bakel;10;323562.5;13.515382539468357
1326;Gemert-Bakel;11;329113.63636363635;1.7156303229318492
1327;Gemert-Bakel;12;332040.0;0.8891651129065758
1328;Gennep;1;252916.66666666666;
1329;Gennep;2;231993.33333333334;-8.272817133443155
1330;Gennep;3;240363.63636363635;3.607992915156899
1331;Gennep;4;259416.66666666666;7.926752395360559
1332;Gennep;5;252250.0;-2.762608416318657
1333;Gennep;6;274708.3333333333;8.903204492897254
1334;Gennep;7;291968.75;6.283179129379657
1335;Gennep;8;261150.0;-10.555496093331907
1336;Gennep;9;288366.6666666667;10.421852064586123
1337;Gennep;10;270205.55555555556;-6.297923168805153
1338;Gennep;11;278583.3333333333;3.100520180109778
1339;Gennep;12;310777.77777777775;11.556486190048854
1340;Giessenlanden;1;222350.0;
1341;Giessenlanden;2;335400.0;50.84326512255453
1342;Giessenlanden;3;405694.44444444444;20.958391307228517
1343;Giessenlanden;4;455409.0909090909;12.254209330553035
1344;Giessenlanden;5;436681.8181818182;-4.112186844994503
1345;Giessenlanden;6;384850.0;-11.869470177995211
1346;Giessenlanden;7;398666.6666666667;3.590143345892338
1347;Giessenlanden;8;389333.3333333333;-2.341137123745829
1348;Giessenlanden;9;451187.5;15.887200342465757
1349;Giessenlanden;10;352769.23076923075;-21.813163979669035
1350;Giessenlanden;11;263625.0;-25.26984300043611
1351;Giessenlanden;12;604750.0;129.3978188715031
1352;Gilze en Rijen;1;252214.2857142857;
1353;Gilze en Rijen;2;285282.60869565216;13.11120140864146
1354;Gilze en Rijen;3;295363.63636363635;3.5336986415245963
1355;Gilze en Rijen;4;272375.0;-7.783164050477065
1356;Gilze en Rijen;5;261764.70588235295;-3.8954728288745466
1357;Gilze en Rijen;6;332236.84210526315;26.92193968066232
1358;Gilze en Rijen;7;327729.1666666667;-1.3567656765676506
1359;Gilze en Rijen;8;293875.0;-10.329921810437991
1360;Gilze en Rijen;9;355108.6956521739;20.83664675531225
1361;Gilze en Rijen;10;327780.0;-7.695867768595033
1362;Gilze en Rijen;11;314260.8695652174;-4.124452509238696
1363;Gilze en Rijen;12;292086.95652173914;-7.055893746541231
1364;Goeree-Overflakkee;1;286047.1698113208;
1365;Goeree-Overflakkee;2;260759.0909090909;-8.840527567152689
1366;Goeree-Overflakkee;3;259953.57142857142;-0.3089132876292755
1367;Goeree-Overflakkee;4;298224.0;14.722024537348698
1368;Goeree-Overflakkee;5;298076.6233766234;-0.04941809625537141
1369;Goeree-Overflakkee;6;279672.7272727273;-6.174216513665531
1370;Goeree-Overflakkee;7;351060.6060606061;25.525506002687127
1371;Goeree-Overflakkee;8;305383.72093023255;-13.011110999588492
1372;Goeree-Overflakkee;9;254376.4150943396;-16.70269314962797
1373;Goeree-Overflakkee;10;322625.0;26.829761273406305
1374;Goeree-Overflakkee;11;248889.7435897436;-22.854786953973317
1375;Goeree-Overflakkee;12;260467.3076923077;4.651683888448188
1376;Goes;1;267775.0;
1377;Goes;2;280625.0;4.798804966856496
1378;Goes;3;246077.55102040817;-12.310894959320029
1379;Goes;4;244308.82352941178;-0.7187683247260934
1380;Goes;5;267147.61363636365;9.348327979731085
1381;Goes;6;265925.9259259259;-0.45730811284756534
1382;Goes;7;283707.31707317074;6.686595556763386
1383;Goes;8;282962.5;-0.2625300894085303
1384;Goes;9;259352.27272727274;-8.343942138172821
1385;Goes;10;239211.05172413794;-7.765970504648212
1386;Goes;11;279791.6666666667;16.96435622436332
1387;Goes;12;234534.4827586207;-16.175315171900273
1388;Goirle;1;307820.0;
1389;Goirle;2;307337.5;-0.15674744980832545
1390;Goirle;3;335857.14285714284;9.279584449389633
1391;Goirle;4;338343.75;0.7403764355593312
1392;Goirle;5;380631.5789473684;12.498480893283359
1393;Goirle;6;351920.0;-7.543141592920355
1394;Goirle;7;404372.5;14.904665833143893
1395;Goirle;8;346931.0344827586;-14.205087021803264
1396;Goirle;9;349956.52173913043;0.8720716671780426
1397;Goirle;10;297942.3076923077;-14.863050355036933
1398;Goirle;11;371473.6842105263;24.67973651937887
1399;Goirle;12;348983.87096774194;-6.054214389528234
1400;Gooise Meren;1;446408.53658536583;
1401;Gooise Meren;2;550444.4444444445;23.305089247365697
1402;Gooise Meren;3;555000.0;0.8276140492531114
1403;Gooise Meren;4;562120.0;1.2828828828828742
1404;Gooise Meren;5;575280.0;2.341137123745818
1405;Gooise Meren;6;540361.4457831326;-6.0698362913481185
1406;Gooise Meren;7;473683.67346938775;-12.339476258730919
1407;Gooise Meren;8;416773.3333333333;-12.014418761623691
1408;Gooise Meren;9;565932.9268292683;35.78914041907713
1409;Gooise Meren;10;560981.8181818182;-0.8748578520054506
1410;Gooise Meren;11;583382.3529411765;3.993094612577641
1411;Gooise Meren;12;453163.04347826086;-22.321434442849164
1412;Gorinchem;1;308430.55555555556;
1413;Gorinchem;2;285319.23076923075;-7.493202074190064
1414;Gorinchem;3;296763.15789473685;4.010920362659354
1415;Gorinchem;4;290629.4117647059;-2.066882618969368
1416;Gorinchem;5;274769.23076923075;-5.457183737589366
1417;Gorinchem;6;348569.23076923075;26.85890257558792
1418;Gorinchem;7;255458.33333333334;-26.71231113268894
1419;Gorinchem;8;251016.12903225806;-1.738915400844998
1420;Gorinchem;9;317404.7619047619;26.44795500928636
1421;Gorinchem;10;283333.3333333333;-10.734378516240351
1422;Gorinchem;11;244097.0588235294;-13.848096885813144
1423;Gorinchem;12;304376.362745098;24.694809602416257
1424;Gouda;1;218917.80821917808;
1425;Gouda;2;216140.625;-1.26859630185846
1426;Gouda;3;267898.1707317073;23.94623672977132
1427;Gouda;4;243479.72972972973;-9.114821850139453
1428;Gouda;5;277937.5;14.152213126127378
1429;Gouda;6;271301.724137931;-2.387506494110725
1430;Gouda;7;259831.76470588235;-4.227750291117682
1431;Gouda;8;237724.07407407407;-8.508463411636047
1432;Gouda;9;238945.7831325301;0.5139189470879435
1433;Gouda;10;260011.49425287356;8.816104994269548
1434;Gouda;11;253647.53086419753;-2.447570022610912
1435;Gouda;12;314693.661971831;24.067307455997856
1436;Grave;1;227166.66666666666;
1437;Grave;2;320500.0;41.08584005869407
1438;Grave;3;346365.3846153846;8.070322812912512
1439;Grave;4;316562.5;-8.604463938704132
1440;Grave;5;287772.7272727273;-9.094498788477068
1441;Grave;6;272291.6666666667;-5.379613541831196
1442;Grave;7;312916.6666666667;14.91966335118593
1443;Grave;8;316642.85714285716;1.1907932280768474
1444;Grave;9;297000.0;-6.203473945409432
1445;Grave;10;248100.0;-16.46464646464646
1446;Grave;11;239600.0;-3.4260378879484077
1447;Grave;12;238650.0;-0.39649415692821766
1448;Groningen;1;251613.50833333333;
1449;Groningen;2;226769.8773006135;-9.873727049585668
1450;Groningen;3;227468.9837398374;0.3082889348205331
1451;Groningen;4;249072.8781512605;9.497512169013799
1452;Groningen;5;226497.8260869565;-9.063633195178433
1453;Groningen;6;261496.75409836066;15.452213655228398
1454;Groningen;7;221760.22727272726;-15.19580117261674
1455;Groningen;8;232800.99337748345;4.978695341603312
1456;Groningen;9;238266.58935361216;2.347754576487704
1457;Groningen;10;264086.9627507163;10.836757879966141
1458;Groningen;11;244639.17322834645;-7.36416115350893
1459;Groningen;12;244268.33333333334;-0.15158647330244523
1460;Grootegast;1;267483.3333333333;
1461;Grootegast;2;229000.0;-14.387189232974007
1462;Grootegast;3;237600.0;3.7554585152838493
1463;Grootegast;4;268562.5;13.03135521885521
1464;Grootegast;5;293071.4285714286;9.12596828352006
1465;Grootegast;6;234566.66666666666;-19.96262897067187
1466;Grootegast;7;285500.0;21.713798493676293
1467;Grootegast;8;263312.5;-7.771453590192645
1468;Grootegast;9;184500.0;-29.93116544030382
1469;Grootegast;10;246000.0;33.33333333333333
1470;Grootegast;11;212062.5;-13.79573170731707
1471;Grootegast;12;219416.66666666666;3.4679241575793274
1472;Gulpen-Wittem;1;361428.5714285714;
1473;Gulpen-Wittem;2;337000.0;-6.758893280632405
1474;Gulpen-Wittem;3;296388.8888888889;-12.05077481041873
1475;Gulpen-Wittem;4;275450.0;-7.064667291471416
1476;Gulpen-Wittem;5;354750.0;28.78925394808496
1477;Gulpen-Wittem;6;343625.0;-3.1360112755461578
1478;Gulpen-Wittem;7;306150.0;-10.905783921425972
1479;Gulpen-Wittem;8;281722.22222222225;-7.979022628704147
1480;Gulpen-Wittem;9;311772.7272727273;10.666714472669913
1481;Gulpen-Wittem;10;234111.11111111112;-24.90968881113217
1482;Gulpen-Wittem;11;300062.5;28.170977693402932
1483;Gulpen-Wittem;12;357000.0;18.975213497188093
1484;Haaksbergen;1;285339.28571428574;
1485;Haaksbergen;2;200812.5;-29.62325552287378
1486;Haaksbergen;3;304568.15;51.667924058512305
1487;Haaksbergen;4;268545.45454545453;-11.827466350156934
1488;Haaksbergen;5;283916.6666666667;5.723877228616581
1489;Haaksbergen;6;233031.25;-17.92265923099502
1490;Haaksbergen;7;248041.66666666666;6.441374994412397
1491;Haaksbergen;8;247150.0;-0.3594826138081597
1492;Haaksbergen;9;295075.0;19.39105806190573
1493;Haaksbergen;10;264911.47222222225;-10.222325774049901
1494;Haaksbergen;11;312142.85714285716;17.829120243239082
1495;Haaksbergen;12;229273.66666666666;-26.5484820747521
1496;Haaren;1;500200.0;
1497;Haaren;2;390846.1538461539;-21.862024421000825
1498;Haaren;3;581714.2857142857;48.83459386509965
1499;Haaren;4;472300.0;-18.808939096267185
1500;Haaren;5;524678.5714285715;11.090106167387571
1501;Haaren;6;411800.0;-21.513852018242474
1502;Haaren;7;333366.6666666667;-19.046462684150878
1503;Haaren;8;435090.9090909091;30.514221305142208
1504;Haaren;9;448055.55555555556;2.979755769141468
1505;Haaren;10;387400.0;-13.537507749535028
1506;Haaren;11;389928.5714285714;0.6527030016962865
1507;Haaren;12;457166.6666666667;17.243695426512808
1508;Haarlem;1;387118.0722891566;
1509;Haarlem;2;373621.69811320753;-3.486371508346431
1510;Haarlem;3;413292.3076923077;10.617854846074803
1511;Haarlem;4;425225.93582887703;2.887454693556468
1512;Haarlem;5;401889.42307692306;-5.488026666686019
1513;Haarlem;6;410560.37735849054;2.1575472713816213
1514;Haarlem;7;390406.25;-4.908931419091256
1515;Haarlem;8;420417.68292682926;7.687231679008533
1516;Haarlem;9;420433.48017621145;0.003757513069424512
1517;Haarlem;10;362340.0;-13.81751999195292
1518;Haarlem;11;380962.3115577889;5.139457845611561
1519;Haarlem;12;400333.3333333333;5.084760667356969
1520;Haarlemmerliede en Spaarnwoude;1;390600.0;
1521;Haarlemmerliede en Spaarnwoude;2;582000.0;49.00153609831028
1522;Haarlemmerliede en Spaarnwoude;3;511500.0;-12.113402061855671
1523;Haarlemmerliede en Spaarnwoude;4;275000.0;-46.23655913978495
1524;Haarlemmerliede en Spaarnwoude;5;333833.3333333333;21.393939393939387
1525;Haarlemmerliede en Spaarnwoude;6;487428.5714285714;46.00955709293204
1526;Haarlemmerliede en Spaarnwoude;7;388250.0;-20.347303634232116
1527;Haarlemmerliede en Spaarnwoude;8;363750.0;-6.310367031551833
1528;Haarlemmerliede en Spaarnwoude;9;392375.0;7.869415807560132
1529;Haarlemmerliede en Spaarnwoude;10;319666.6666666667;-18.530317510884565
1530;Haarlemmerliede en Spaarnwoude;11;494875.0;54.809697601668404
1531;Haarlemmerliede en Spaarnwoude;12;587500.0;18.7168476888103
1532;Haarlemmermeer;1;333602.98507462686;
1533;Haarlemmermeer;2;351580.34821428574;5.388849603859924
1534;Haarlemmermeer;3;386362.9032258064;9.893202276004631
1535;Haarlemmermeer;4;386009.8039215686;-0.09139058157233704
1536;Haarlemmermeer;5;367631.41025641025;-4.761120955594322
1537;Haarlemmermeer;6;364204.5430107527;-0.9321475668434887
1538;Haarlemmermeer;7;343464.59537572257;-5.694587844396503
1539;Haarlemmermeer;8;363708.3333333333;5.89398098964633
1540;Haarlemmermeer;9;374160.25641025644;2.873710091031678
1541;Haarlemmermeer;10;380941.0642857143;1.812273687353616
1542;Haarlemmermeer;11;374887.5796178344;-1.589086931132111
1543;Haarlemmermeer;12;350644.44444444444;-6.466774705660761
1544;Halderberge;1;294747.22222222225;
1545;Halderberge;2;267214.0;-9.341299983978747
1546;Halderberge;3;297189.6206896552;11.217833156067858
1547;Halderberge;4;312555.55555555556;5.170414373907928
1548;Halderberge;5;301194.44444444444;-3.6349093494489892
1549;Halderberge;6;304390.625;1.0611684958037548
1550;Halderberge;7;284138.8888888889;-6.65320625794934
1551;Halderberge;8;302484.375;6.456520676507971
1552;Halderberge;9;366433.3333333333;21.14124352153175
1553;Halderberge;10;316257.14285714284;-13.693129394029969
1554;Halderberge;11;265600.0;-16.017707109946688
1555;Halderberge;12;302461.53846153844;13.878591288229835
1556;Hardenberg;1;263093.75;
1557;Hardenberg;2;247534.88372093023;-5.913810677399134
1558;Hardenberg;3;263477.2727272727;6.440461548973375
1559;Hardenberg;4;257763.15789473685;-2.1687315848492816
1560;Hardenberg;5;245797.61904761905;-4.642067138238659
1561;Hardenberg;6;266986.8088235294;8.62058381932711
1562;Hardenberg;7;260775.51020408163;-2.3264440092818472
1563;Hardenberg;8;226106.52173913043;-13.29457219269532
1564;Hardenberg;9;250624.5172413793;10.843559625642474
1565;Hardenberg;10;257015.18867924527;2.5498987522082794
1566;Hardenberg;11;247290.9090909091;-3.783542769712367
1567;Hardenberg;12;273628.5714285714;10.650477380864842
1568;Harderwijk;1;294051.02040816325;
1569;Harderwijk;2;360875.0;22.725301037581993
1570;Harderwijk;3;319646.22641509434;-11.424668814660388
1571;Harderwijk;4;302470.0;-5.3735113996901
1572;Harderwijk;5;294000.0;-2.8002777134922496
1573;Harderwijk;6;359083.3333333333;22.137188208616763
1574;Harderwijk;7;324877.55102040817;-9.525861864820184
1575;Harderwijk;8;307342.1052631579;-5.397555387306118
1576;Harderwijk;9;326275.5813953488;6.160391240887519
1577;Harderwijk;10;270764.70588235295;-17.013493708477444
1578;Harderwijk;11;304496.4285714286;12.457946680736164
1579;Harderwijk;12;266807.6923076923;-12.377398460979084
1580;Hardinxveld-Giessendam;1;287384.6153846154;
1581;Hardinxveld-Giessendam;2;267307.6923076923;-6.9860813704496705
1582;Hardinxveld-Giessendam;3;255433.33333333334;-4.442206235011992
1583;Hardinxveld-Giessendam;4;324357.14285714284;26.98309129210863
