;Buurtnaam;koopprijs
753;Binnenstad Groenlo;224160,46666666667
754;Binnenstad Java;173342,85714285713
755;Binnenstad Kampen;198950,0
756;Binnenstad Noord;281825,0
757;Binnenstad Oost;388682,7586206897
758;Binnenstad West;287608,1081081081
759;Binnenstad Zuid;330105,0847457627
760;Binnenveld;642600,0
761;Binnenvliet;286500,0
762;Binnenvree Buitenvree Pikveld;160558,13953488372
763;Binnenwijzend;506666,6666666667
764;Birdaard;296437,5
765;Birkhoven/Bokkeduinen;159000,0
766;Bisonspoor;247125,0
767;Bitgum;198500,0
768;Bitgummole;203000,0
769;Bitswijk;288754,90196078434
770;Bizetbuurt;321659,0909090909
771;Blaak;253700,0
772;Blaaksedijk (gedeeltelijk);435000,0
773;Blaarthem;306604,1666666667
774;Blaauwweg en omgeving;215500,0
775;Bladel;333197,10576923075
776;Blankaartpark;359000,0
777;Blankenhoef;372250,0
778;Blankensgoed;181875,0
779;Blankenstein;202000,0
780;Blaricum Dorp;1129853,6463414633
781;Blaricummer Heide;659000,0
782;Blaricummermeent;609105,7522123894
783;Blauwe Hof;285083,3333333333
784;Blauwe Keet;274500,0
785;Blauwe Kei;329475,96153846156
786;Blauwe Zand;321750,78571428574
787;Blauwehand;545000,0
788;Blauwenoord;200500,0
789;Blauwhuis;130666,66666666667
790;Bleekstraat en omgeving;522916,6666666667
791;Bleijenhoek;207931,0344827586
792;Bleijerheide;175580,95238095237
793;Blekersbuurt;555794,1176470588
794;Blekkershoek;250800,0
795;Blerick Centrum;247525,64102564103
796;Bleriotlaan;187100,0
797;Blesdijke;546666,6666666666
798;Bleskensgraaf Kern;328531,25
799;Bleskensgraaf landelijk gedeelte;546333,3333333334
800;Bleyenburg;273893,6170212766
801;Blija;93400,0
802;Blijdorp;286746,724137931
803;Blijdorpsepolder;257500,0
804;Blijham;190583,33333333334
805;Blijkpolder;402666,6666666667
806;Blitsaerd;302125,0
807;Blitterswijck;255214,2857142857
808;Blixembosch Oost;414176,80412371136
809;Blixembosch West;429878,7878787879
810;Blockhovepark;682045,4545454546
811;Bloeidaal;595000,0
812;Bloemen  en Bomenkwartier;285000,0
813;Bloemen  en Plantenbuurt;224550,0
814;Bloemen Schilderswijk;223449,11764705883
815;Bloemenbuurt;242473,2263681592
816;Bloemenbuurt A(kelei);650000,0
817;Bloemenbuurt B(egonia)   C(rocus);143833,33333333334
818;Bloemenbuurt D(ahlia)   G(eranium);140764,70588235295
819;Bloemenbuurt H(yacinth)   L(Obelia);208166,66666666666
820;Bloemenbuurt M(adelief)   Z(onnenbloem);147869,64285714287
821;Bloemenbuurt Noord;275750,0
822;Bloemenbuurt Oost;288469,7841726619
823;Bloemenbuurt West;381651,16279069765
824;Bloemenbuurt Zuid;612909,0909090909
825;Bloemenbuurt oost;270000,0
826;Bloemenbuurt west;254714,2857142857
827;Bloemendaal;949196,7213114754
828;Bloemendaele;235950,0
829;Bloemenkwartier Noord;361059,3220338983
830;Bloemenkwartier Zuid;417728,05263157893
831;Bloemenlaan e.o. Oost;157812,5
832;Bloemenlaan e.o. West;134861,11111111112
833;Bloemenoord;219923,07692307694
834;Bloemenplein;264050,0
835;Bloemenstraat Zwarteweg;547000,0
836;Bloemenweide;389000,0
837;Bloemenwijk;391341,46341463417
838;Bloemgrachtbuurt;706386,3636363636
839;Bloemhof;186359,42028985507
840;Bloemstede;241458,33333333334
841;Bloemvelden;198884,53846153847
842;Bloemweg;430916,6666666667
843;Bloemwijk en Zocherkwartier;263597,82608695654
844;Blokhoeve;362958,3333333333
845;Blokhuisplein;199500,0
846;Blokhuiswetering;311916,6666666667
847;Blokker   Buurt 31 00;497250,0
848;Blokker   Buurt 31 01;479833,3333333333
849;Blokker   Buurt 31 02;549500,0
850;Blokker   Buurt 31 03;300500,0
851;Blokker   Buurt 31 04;268928,5714285714
852;Blokweer Noord;299000,0
853;Blokweer Zuid;235812,5
854;Blokzijl;215076,92307692306
855;Boazum;312625,0
856;Bobeldijk;485000,0
857;Bocholtz;195116,66666666666
858;Bocholtzerheide;201166,66666666666
859;Boddenkamp;332062,5
860;Bodegraafsestraatweg;689230,7692307692
861;Boeier;365812,5
862;Boeimeer;363185,18518518517
863;Boekel;308411,29032258067
864;Boekelerveld;718500,0
865;Boekelo;320194,44444444444
866;Boekenbuurt;478453,3333333333
867;Boeket Hoogbosweg;390000,0
868;Boelenslaan;286750,0
869;Boendermaker;596357,1428571428
870;Boendersweg Strijensedijk (gedeeltelijk);282333,3333333333
871;Boerakker;267000,0
872;Boerderijbuurt;259166,66666666666
873;Boerdonk;317500,0
874;Boerejonkerbuurt;321700,0
875;Boerenburg en Grashoek;304189,6551724138
876;Boerenhoek Molenweg Burgwal;238666,66666666666
877;Boerenstreek;358571,4285714286
878;Boerhaar Kern;473850,0
879;Boerhaavekwartier;210755,20833333334
880;Boerhaavevaart;630952,380952381
881;Boeroestraat en omgeving;223317,64705882352
882;Boesingheliede;315000,0
883;Bogerd Vijfhuis;254068,9655172414
884;Bohemen en Meer en Bos;346668,2291666667
885;Boijl;266750,0
886;Bokhamer;242250,0
887;Bokhamer West;147250,0
888;Bokhoven;458400,0
889;Bokkenbuurt;286600,0
890;Boksum;243166,66666666666
891;Bolhaar;336586,2068965517
892;Bollebieste;224444,44444444444
893;Bolnes;244888,74226804124
894;Bolst;220000,0
895;Bolsward Noord;154500,0
896;Bolsward Noordoost;254744,18604651163
897;Bolsward Zuidoost;214402,1739130435
898;Bolsward Zuidwest;130329,16666666667
899;Bolsward binnen De Wallen;185280,4347826087
900;Bolwerk;481583,3333333333
901;Bomen;346833,3333333333
902;Bomen  en Struikenbuurt;298181,8181818182
903;Bomenbuurt;271849,0909090909
904;Bomenbuurt Midden;225015,625
905;Bomenbuurt Oost;240150,0
906;Bomenbuurt West;313354,1666666667
907;Bomenbuurt oost;515947,36842105264
908;Bomenbuurt west;426740,74074074073
909;Bomendal;302571,4285714286
910;Bomenrijk;356297,6842105263
911;Bomenwijk;293784,6153846154
912;Bonedijkestraat e.o.;195090,0
913;Bonfut;371000,0
914;Bong;370600,0
915;Bongerd  Buitenplaats;268558,82352941175
916;Bonifatius;293444,44444444444
917;Bontebok;294333,3333333333
918;Boogjes en omgeving;213220,0
919;Boomberg;691539,6825396825
920;Boomgaarden;367291,6666666667
921;Boomhoek;600000,0
922;Boompjesdijk;233700,0
923;Boomplaats;115125,0
924;Boomstede;268333,3333333333
925;Boornbergum;308576,92307692306
926;Boornzwaag;1189750,0
927;Borchen;445777,77777777775
928;Borchwerf Noord;225000,0
929;Borculo Oude Centrum;200166,66666666666
930;Borculo overige komgebieden;291204,54545454547
931;Borg;207000,0
932;Borgele;217859,375
933;Borger;275788,46153846156
934;Borgerbuurt;370479,1666666667
935;Borgercompagnie;385000,0
936;Borgercompagnie (gedeeltelijk);294500,0
937;Borgharen;196350,0
938;Borgsweer;167250,0
939;Borkel;259655,0
940;Born;205030,30303030304
941;Borne Centrum;232875,0
942;Borneo;690347,8260869565
943;Bornerbroek;265428,5714285714
944;Bornsche Maten;322063,829787234
945;Bornsestraat en omgeving Midden;166150,0
946;Bornsestraat en omgeving Zuid;219928,57142857142
947;Bornwird;319000,0
948;Borssele (Kern);159107,14285714287
949;Bos van Bredius Noord;1179666,6666666667
950;Bos van Bredius Zuid;847500,0
951;Bosch en Duin;1274760,7142857143
952;Bosch en Vaart;915840,0
953;Boscheind;389500,0
954;Boschgeest;513857,14285714284
955;Boschpoort;224807,6923076923
956;Boschrand;532315,7894736842
957;Boschstraatkwartier;295948,48484848486
958;Boschveld;295456,8965517241
959;Boschweg Noordoost;249351,85185185185
960;Boschweg Zuidwest;402166,6666666667
961;Bosgebied Beekbergen West;947375,0
962;Bosgebied Beekbergen Zuid;753416,6666666666
963;Bosgebied Dorst;681666,6666666666
964;Bosgebied Hoenderloo;345000,0
965;Bosgebied Hoog Buurloo;295000,0
966;Bosgebied Hoog Soeren;589000,0
967;Bosgebied Loenen;536555,5555555555
968;Bosgebied Meerveld;533222,2222222222
969;Bosgebied Oosterhout;175000,0
970;Bosgebied Oosterhuizen;399000,0
971;Bosgebied Ugchelen;677500,0
972;Boshoven Vrakker;231190,9090909091
973;Boshuizen;260820,0
974;Boshuizen   Rechteren;304222,22222222225
975;Bosjes van Pex;321321,4285714286
976;Boskamp Kern;250600,0
977;Boskant;354730,76923076925
978;Boslaan;1059057,6923076923
979;Boslaan en omgeving;326847,82608695654
980;Bosleeuw;327870,5882352941
981;Bospark;249277,77777777778
982;Bospolder;242255,12820512822
983;Bosrand;265416,6666666667
984;Bosrijk;420083,3333333333
985;Bosschenhoofd;327760,8695652174
986;Bosscheweg;542875,0
987;Bosselaar;304959,4923076923
988;Bossenburgh   Weyevliet;131392,3076923077
989;Bosserhof;183931,0344827586
990;Bosveld;267000,0
991;Bosweg;379640,625
992;Bosweide;707500,0
993;Boswijck Oost;143000,0
994;Boswijck West;142375,0
995;Boswinkel De Braker;167342,85714285713
996;Botanicusbuurt;227423,5294117647
997;Botenbuurt;229000,0
998;Boterdorpse Zoom;372154,263803681
999;Boterzwin;216411,76470588235
1000;Bottendaal;297769,23076923075
1001;Botter Oost;171250,0
1002;Botter West;205895,0
1003;Boukoul;216075,0
1004;Boulevard Midden;298370,96774193546
1005;Boulevard Noord;270850,0
1006;Boulevard Zuid;1067500,0
1007;Boulevards Bankert en Evertsen;371166,6666666667
1008;Boulevardwijk;343181,8181818182
1009;Bourtange;183925,0
1010;Bouwberg;347000,0
1011;Bouwen;349972,22222222225
1012;Bouwmeesterbuurt;201399,35064935064
1013;Bouwmeestersbuurt Noord;244260,86956521738
1014;Bouwmeestersbuurt Zuid;208153,2258064516
1015;Boven Haastrecht;657000,0
1016;Boven Hardinxveld;288510,3448275862
1017;Boven Pekela;226884,61538461538
1018;Boven Wildervank;190125,0
1019;Bovenberg westelijk van de Fransekade;960000,0
1020;Bovenbroek;275285,71428571426
1021;Bovenbuurt;250312,19512195123
1022;Bovendonk;178863,63636363635
1023;Boveneind;341682,5
1024;Bovenhoek;258227,27272727274
1025;Bovenkarspel Centrum;296607,14285714284
1026;Bovenkerk;514500,0
1027;Bovenlanden;348200,0
1028;Bovenmaat Noord;274144,7368421053
1029;Bovenmaat Oost;297714,28571428574
1030;Bovenmaat West;206096,15384615384
1031;Bovensmilde Centrum;209560,60606060605
1032;Bovensmilde Noord;360000,0
1033;Bovensmilde Zuid;325000,0
1034;Bovenstad;334824,3243243243
1035;Bovenstreek;318500,0
1036;Bovenveen;332158,2644628099
1037;Bovenweg;288453,125
1038;Boxmeer Centrum;281360,5333333333
1039;Boxtel Centrum;303517,2413793103
1040;Boxtel Noord;332118,4210526316
1041;Boxtel Oost;271645,3125
1042;Braakhuizen Noord;347888,0
1043;Braakhuizen Zuid;271879,6296296296
1044;Braakmanslanden;257500,0
1045;Braamkamp;208657,8947368421
1046;Braamt;258375,0
1047;Brabander;353060,6923076923
1048;Brabantpark;273586,7346938776
1049;Brachterbeek;229666,66666666666
1050;Brake;360750,0
1051;Brakel;302484,375
1052;Braken Oost;328500,0
1053;Braken West;352015,625
1054;Brakkenstein;319872,0930232558
1055;Brand;402384,6153846154
1056;Brandemolen en Veld;338000,0
1057;Brandersbuurt;217652,1739130435
1058;Brandwijk;727000,0
1059;Brantgum;172500,0
1060;Brede dijk;224916,66666666666
1061;Brederode  Gerkestraat e.o.;483228,0701754386
1062;Bredevoort;200769,64705882352
1063;Bredius Oost;1048928,5714285714
1064;Bredius West;1290000,0
1065;Breecamp;287754,54545454547
1066;Breedenbroek;277500,0
1067;Breedeweg;239965,9090909091
1068;Breedstraat en Plompetorengracht en omgeving;486029,4117647059
1069;Breedweer;282704,54545454547
1070;Breezand;303975,0
1071;Breitnerstraat en omgeving;170029,41176470587
1072;Bremerpark;250388,88888888888
1073;Breskens;235047,16981132075
1074;Breugel;371357,14285714284
1075;Breukelen Midden;538894,7368421053
1076;Breukelen Noord;366443,1818181818
1077;Breukelen Zuid;307583,3333333333
1078;Breukeleveen;781666,6666666666
1079;Brielle;305513,15789473685
1080;Brigdamme;336428,5714285714
1081;Briltil;339112,5
1082;Brinkhoek;649000,0
1083;Brinkhorst;268733,3333333333
1084;Brinkkwartier;311583,3333333333
1085;Brinklaan;354812,5
1086;Britsum;263000,0
1087;Britswert;259000,0
1088;Broeckgouw;329285,71428571426
1089;Broeckland;495795,45454545453
1090;Broek;249892,66666666666
1091;Broek in Waterland;633944,4444444445
1092;Broek op Langedijk;368630,3278688525
1093;Broekdijk;308236,44
1094;Broekerhaven;296590,9090909091
1095;Broekhem Noord;238833,33333333334
1096;Broekhem Zuid;426000,0
1097;Broekhoek   Middelste Groes;388400,0
1098;Broekhorn;328000,0
1099;Broekhoven I;245157,8947368421
1100;Broekhoven I West;279833,3333333333
1101;Broekhoven II Oost;220181,25
1102;Broekhoven II West;212611,11111111112
1103;Broekhuizen;279214,28571428574
1104;Broekhuizenvorst;248562,5
1105;Broekland;381985,71428571426
1106;Broekland Kern;287250,0
1107;Broekmaten;235734,73333333334
1108;Broekpolder;464500,0
1109;Broeksittard;213285,7142857143
1110;Broeksterwâld;234816,66666666666
1111;Broekstraat Hoek Lijnt Eijkereind;449850,0
1112;Broekvelden;272397,54098360654
1113;Broerswetering;334400,0
1114;Brommelen Westbroek;574400,0
1115;Bronkhorst;474000,0
1116;Bronneger;539000,0
1117;Brouwerijweg e.o.;233642,85714285713
1118;Brouwerlaankwartier;260029,41176470587
1119;Brouwershaven;223184,2105263158
1120;Brouwershof;310812,5
1121;Brouwersmolen Noord;350000,0
1122;Brouwhuis Dorp;277434,2105263158
1123;Brouwhuis Oost;256952,38095238095
1124;Brouwhuis West;195185,7142857143
1125;Bruchem;288700,0
1126;Brucht;379000,0
1127;Bruchterveld Kern;449000,0
1128;Brugakker;304538,46153846156
1129;Brugse Berg;370714,28571428574
1130;Bruine Eng;327450,0
1131;Bruinisse;232710,52631578947
1132;Bruins Slotlaan/Campenbuurt;299142,04545454547
1133;Bruisterbosch;
1134;Brukske 1;204192,3076923077
1135;Brukske 2;184032,64705882352
1136;Brummelhof;269921,56862745096
1137;Brummen Centrum;326694,44444444444
1138;Brummense Enk Oost;191558,82352941178
1139;Brummense Enk West;267833,3333333333
1140;Bruninkshoek;218545,45454545456
1141;Brunnepe;182452,77777777778
1142;Brunssumerheide (1);395000,0
1143;Brusselsepoort;232621,66666666666
1144;Bucht e.o.;491500,0
1145;Buchten;243814,8148148148
1146;Budel;273600,0
1147;Budel Dorplein;219964,2857142857
1148;Budel Schoot;276083,3333333333
1149;Budschop;333125,0
1150;Buiksloterbreek;553602,2
1151;Buiksloterdijk Oost;575000,0
1152;Buiksloterdijk West;850000,0
1153;Buiksloterham;489500,0
1154;Buikslotermeer Noord;260668,73333333334
1155;Buikslotermeerplein;306333,3333333333
1156;Buinen;301538,46153846156
1157;Buinerveen;240000,0
1158;Buiten Wittevrouwen;474233,3333333333
1159;Buiten de Veste;234125,0
1160;Buitendijken Muiderberg;353714,28571428574
1161;Buitengebeid Elderbroek;450000,0
1162;Buitengebied;502819,6721311475
1163;Buitengebied 't Goy;595595,0
1164;Buitengebied (Zuid);1145000,0
1165;Buitengebied (de Logt);564500,0
1166;Buitengebied Achterveld;913750,0
1167;Buitengebied Aerdt;311909,0909090909
1168;Buitengebied Alphen;421450,0
1169;Buitengebied Altforst;400000,0
1170;Buitengebied Appeltern;549625,0
1171;Buitengebied Axel;236142,85714285713
1172;Buitengebied B E Noord Oost;920000,0
1173;Buitengebied B E Zuid West;695000,0
1174;Buitengebied Babberich;404400,0
1175;Buitengebied Barneveld;822666,6666666666
1176;Buitengebied Basse;536450,0
1177;Buitengebied Bavel;882500,0
1178;Buitengebied Belt Schutsloot;426000,0
1179;Buitengebied Beneden Leeuwen;261062,5
1180;Buitengebied Berg en Dal;1131666,6666666667
1181;Buitengebied Bergen;1598333,3333333333
1182;Buitengebied Biddinghuizen;376444,44444444444
1183;Buitengebied Biervliet;283300,0
1184;Buitengebied Boerdonk;695000,0
1185;Buitengebied Boerhaar;433000,0
1186;Buitengebied Boskamp;439333,3333333333
1187;Buitengebied Boskant;642000,0
1188;Buitengebied Boven Leeuwen;503571,4285714286
1189;Buitengebied Breedeweg;189000,0
1190;Buitengebied Britsum;268500,0
1191;Buitengebied Broekkant;449000,0
1192;Buitengebied Cothen;675000,0
1193;Buitengebied De Glind;457500,0
1194;Buitengebied De Horst;635000,0
1195;Buitengebied De Lier;826285,7142857143
1196;Buitengebied Den Hout;465000,0
1197;Buitengebied Den Nul;189000,0
1198;Buitengebied Denekamp;531800,0
1199;Buitengebied Dorst Zuid;173750,0
1200;Buitengebied Drachten;420843,75
1201;Buitengebied Dreumel;428125,0
1202;Buitengebied Driehuizen en Hazelberg;586500,0
1203;Buitengebied Dronten;571666,6666666666
1204;Buitengebied Eesveen;319000,0
1205;Buitengebied Erp;1050000,0
1206;Buitengebied Garderen;875000,0
1207;Buitengebied Gilzerbaan Oost;749000,0
1208;Buitengebied Gilzerbaan West;529000,0
1209;Buitengebied Graauw;124500,0
1210;Buitengebied Groenlo;382750,0
1211;Buitengebied Groesbeek Midden West;539500,0
1212;Buitengebied Groesbeek Noord;260950,0
1213;Buitengebied Groot Hagen;247000,0
1214;Buitengebied Grou;375000,0
1215;Buitengebied Harmelen;825800,0
1216;Buitengebied Harreveld;386000,0
1217;Buitengebied Hazerswoude Dorp;415225,0
1218;Buitengebied Hazerswoude Rijndijk;381500,0
1219;Buitengebied Hengstdijk;268400,0
1220;Buitengebied Herwen;242500,0
1221;Buitengebied Heuvel en Havelt;251590,9090909091
1222;Buitengebied Hijum;269000,0
1223;Buitengebied Honselersdijk;501444,44444444444
1224;Buitengebied Houten West;1595000,0
1225;Buitengebied Hulst;495000,0
1226;Buitengebied Jekschot;349000,0
1227;Buitengebied Jekschotse Heide en Everse;607166,6666666666
1228;Buitengebied Kamerik;990600,0
1229;Buitengebied Klein Dongen/Dongen Vaart;775000,0
1230;Buitengebied Kloosterzande;292300,0
1231;Buitengebied Koewacht;217600,0
1232;Buitengebied Kootwijkerbroek;548586,9565217391
1233;Buitengebied Koudekerk aan den Rijn;432000,0
1234;Buitengebied Kraanmeer en Veluwe;462666,6666666667
1235;Buitengebied Kwintsheul;487666,6666666667
1236;Buitengebied Lamswaarde;212250,0
1237;Buitengebied Langbroek;706400,0
1238;Buitengebied Lettele en Okkenbroek;484000,0
1239;Buitengebied Leusden Centrum Oost;733250,5
1240;Buitengebied Leusden Centrum West;995000,0
1241;Buitengebied Leusden Zuid;645000,0
1242;Buitengebied Leuth;825000,0
1243;Buitengebied Lichtenvoorde;385000,0
1244;Buitengebied Lievelde;329800,0
1245;Buitengebied Lobith/Spijk;324000,0
1246;Buitengebied Maasbommel;472416,6666666667
1247;Buitengebied Maasdijk;571333,3333333334
1248;Buitengebied Maashorst;546666,6666666666
1249;Buitengebied Mantgum;322500,0
1250;Buitengebied Mariaheide;342833,3333333333
1251;Buitengebied Marienvelde;411000,0
1252;Buitengebied Midwolde;299166,6666666667
1253;Buitengebied Molendijk;595000,0
1254;Buitengebied Monster;549888,8888888889
1255;Buitengebied Naaldwijk;438000,0
1256;Buitengebied Nijnsel;459500,0
1257;Buitengebied Noord;467561,53846153844
1258;Buitengebied Noord 2;650000,0
1259;Buitengebied Noord 3;675000,0
1260;Buitengebied Noord West 2;372000,0
1261;Buitengebied Noord inclusief rijksweg;483333,3333333333
1262;Buitengebied Nootdorp;347500,0
1263;Buitengebied Odiliapeel;394333,3333333333
1264;Buitengebied Oetelaar;499000,0
1265;Buitengebied Olland;537666,6666666666
1266;Buitengebied Olst;1200000,0
1267;Buitengebied Onna;390500,0
1268;Buitengebied Ooij;382000,0
1269;Buitengebied Oost;636857,1428571428
1270;Buitengebied Ossenisse;259000,0
1271;Buitengebied Pannerden;316750,0
1272;Buitengebied Philippine;499666,6666666667
1273;Buitengebied Poeldijk West;576637,5
1274;Buitengebied Poelldijk Oost;661666,6666666666
1275;Buitengebied Polmanlaan;375000,0
1276;Buitengebied Poortugaal;360000,0
1277;Buitengebied Prinsenbeek;654000,0
1278;Buitengebied Reduzum;380000,0
1279;Buitengebied Rhoon Zuid;714333,3333333334
1280;Buitengebied Roden Noord;675000,0
1281;Buitengebied Roden West;502285,71428571426
1282;Buitengebied Roden Zuid;427166,6666666667
1283;Buitengebied Rooiseheide;691333,3333333334
1284;Buitengebied Sas van Gent;307000,0
1285;Buitengebied Schalkwijk West;439000,0
1286;Buitengebied Slangenburg;606250,0
1287;Buitengebied Sportpark en Dorshout;387000,0
1288;Buitengebied Steenwijk;474000,0
1289;Buitengebied Stiens;557666,6666666666
1290;Buitengebied Stroe;362800,0
1291;Buitengebied Swifterbant;499500,0
1292;Buitengebied Terneuzen;349000,0
1293;Buitengebied Terschuur;655136,3636363636
1294;Buitengebied Tolbert;327000,0
1295;Buitengebied Tuk;369000,0
1296;Buitengebied Uden West;427000,0
1297;Buitengebied Uden Zuid;485000,0
1298;Buitengebied Udenhout Noord;620000,0
1299;Buitengebied Udenhout Zuid Oost;775000,0
1300;Buitengebied Ulvenhout;698333,3333333334
1301;Buitengebied Veerse Heide en Koevering;594666,6666666666
1302;Buitengebied Volkel;312500,0
1303;Buitengebied Voorthuizen;397407,14285714284
1304;Buitengebied Vossenstraat;337500,0
1305;Buitengebied Vressel en Zwijnsbergen;860000,0
