;Gemeentenaam;month;koopprijs
777;Dalfsen;2;300842.1052631579
778;Dalfsen;3;311393.9393939394
779;Dalfsen;4;355071.4285714286
780;Dalfsen;5;420854.1666666667
781;Dalfsen;6;376703.6666666667
782;Dalfsen;7;344411.76470588235
783;Dalfsen;8;343357.14285714284
784;Dalfsen;9;329966.6666666667
785;Dalfsen;10;338971.4285714286
786;Dalfsen;11;304672.22222222225
787;Dalfsen;12;392093.75
788;Dantumadiel;1;231500.0
789;Dantumadiel;2;238742.1
790;Dantumadiel;3;248500.0
791;Dantumadiel;4;234662.5
792;Dantumadiel;5;211000.0
793;Dantumadiel;6;295550.0
794;Dantumadiel;7;246000.0
795;Dantumadiel;8;235800.0
796;Dantumadiel;9;234125.0
797;Dantumadiel;10;264000.0
798;Dantumadiel;11;223375.0
799;Dantumadiel;12;305444.44444444444
800;De Bilt;1;438442.85714285716
801;De Bilt;2;528785.7142857143
802;De Bilt;3;595321.4285714285
803;De Bilt;4;610302.3255813953
804;De Bilt;5;619069.5652173914
805;De Bilt;6;483418.6046511628
806;De Bilt;7;473571.4285714286
807;De Bilt;8;555163.0434782609
808;De Bilt;9;471772.7272727273
809;De Bilt;10;488500.0
810;De Bilt;11;425224.1379310345
811;De Bilt;12;568758.6206896552
812;De Fryske Marren;1;248380.0
813;De Fryske Marren;2;293276.74418604653
814;De Fryske Marren;3;273238.63636363635
815;De Fryske Marren;4;298611.1111111111
816;De Fryske Marren;5;282997.9591836735
817;De Fryske Marren;6;297200.0
818;De Fryske Marren;7;347640.4761904762
819;De Fryske Marren;8;253500.0
820;De Fryske Marren;9;261752.63157894736
821;De Fryske Marren;10;313406.6666666667
822;De Fryske Marren;11;315763.829787234
823;De Fryske Marren;12;296720.0
824;De Marne;1;142357.14285714287
825;De Marne;2;183700.0
826;De Marne;3;167035.7142857143
827;De Marne;4;171357.14285714287
828;De Marne;5;176333.33333333334
829;De Marne;6;204375.0
830;De Marne;7;155714.2857142857
831;De Marne;8;148800.0
832;De Marne;9;189730.76923076922
833;De Marne;10;195388.88888888888
834;De Marne;11;156250.0
835;De Marne;12;198625.0
836;De Ronde Venen;1;546720.9302325582
837;De Ronde Venen;2;471548.3870967742
838;De Ronde Venen;3;462154.7619047619
839;De Ronde Venen;4;465693.5483870968
840;De Ronde Venen;5;555583.3333333334
841;De Ronde Venen;6;532921.052631579
842;De Ronde Venen;7;439477.77777777775
843;De Ronde Venen;8;365945.652173913
844;De Ronde Venen;9;412637.2549019608
845;De Ronde Venen;10;424403.8461538461
846;De Ronde Venen;11;471340.0
847;De Ronde Venen;12;395833.2916666667
848;De Wolden;1;336487.5
849;De Wolden;2;319500.0
850;De Wolden;3;328125.0
851;De Wolden;4;320807.6923076923
852;De Wolden;5;343043.47826086957
853;De Wolden;6;318130.4347826087
854;De Wolden;7;321540.0
855;De Wolden;8;322000.0
856;De Wolden;9;286217.39130434784
857;De Wolden;10;318464.28571428574
858;De Wolden;11;304000.0
859;De Wolden;12;305409.0909090909
860;Delft;1;332910.8076923077
861;Delft;2;295391.12903225806
862;Delft;3;298981.53846153844
863;Delft;4;283365.94202898553
864;Delft;5;306491.6666666667
865;Delft;6;288076.4563106796
866;Delft;7;286550.0
867;Delft;8;295814.35643564357
868;Delft;9;356150.0
869;Delft;10;343993.5546875
870;Delft;11;307288.11475409835
871;Delft;12;344612.1794871795
872;Delfzijl;1;181575.0
873;Delfzijl;2;154823.80952380953
874;Delfzijl;3;151558.92857142858
875;Delfzijl;4;144952.38095238095
876;Delfzijl;5;153125.0
877;Delfzijl;6;144876.4705882353
878;Delfzijl;7;167406.25
879;Delfzijl;8;143195.60869565216
880;Delfzijl;9;164454.16666666666
881;Delfzijl;10;146783.33333333334
882;Delfzijl;11;157750.0
883;Delfzijl;12;157900.0
884;Den Bosch;1;348761.7021276596
885;Den Bosch;2;331320.4419889503
886;Den Bosch;3;332109.15178571426
887;Den Bosch;4;342635.549132948
888;Den Bosch;5;384803.6231884058
889;Den Bosch;6;332089.74358974356
890;Den Bosch;7;328373.07692307694
891;Den Bosch;8;336470.2631578947
892;Den Bosch;9;348160.56910569104
893;Den Bosch;10;342011.96172248805
894;Den Bosch;11;365550.54347826086
895;Den Bosch;12;339036.231884058
896;Den Haag;1;364561.2244897959
897;Den Haag;2;349399.9575
898;Den Haag;3;349308.5910652921
899;Den Haag;4;354508.97679324896
900;Den Haag;5;365375.21575984993
901;Den Haag;6;343861.31066666666
902;Den Haag;7;351991.1513859275
903;Den Haag;8;355201.8003838772
904;Den Haag;9;403371.8265993266
905;Den Haag;10;338180.386407767
906;Den Haag;11;347963.28898128896
907;Den Haag;12;368193.8850855746
908;Den Helder;1;192452.5
909;Den Helder;2;203577.96296296295
910;Den Helder;3;183205.2142857143
911;Den Helder;4;219727.27272727274
912;Den Helder;5;194788.76666666666
913;Den Helder;6;183644.23076923078
914;Den Helder;7;178691.80327868852
915;Den Helder;8;184853.65853658537
916;Den Helder;9;188950.35714285713
917;Den Helder;10;191442.3076923077
918;Den Helder;11;175000.0
919;Den Helder;12;194531.25
920;Deurne;1;316592.5925925926
921;Deurne;2;311176.4705882353
922;Deurne;3;305881.5789473684
923;Deurne;4;283404.7619047619
924;Deurne;5;322833.3333333333
925;Deurne;6;295586.95652173914
926;Deurne;7;274968.75
927;Deurne;8;306921.875
928;Deurne;9;304641.6666666667
929;Deurne;10;300125.0
930;Deurne;11;309937.5
931;Deurne;12;296023.8095238095
932;Deventer;1;240302.11267605633
933;Deventer;2;243675.75757575757
934;Deventer;3;248279.81651376147
935;Deventer;4;289564.51612903224
936;Deventer;5;305000.0
937;Deventer;6;273018.6956521739
938;Deventer;7;296240.9090909091
939;Deventer;8;246072.11538461538
940;Deventer;9;292989.0350877193
941;Deventer;10;259395.83333333334
942;Deventer;11;280812.5
943;Deventer;12;271500.0
944;Diemen;1;274677.64705882355
945;Diemen;2;367756.9583333333
946;Diemen;3;363157.3846153846
947;Diemen;4;352737.44444444444
948;Diemen;5;346405.625
949;Diemen;6;359200.2
950;Diemen;7;327302.8
951;Diemen;8;362020.09523809527
952;Diemen;9;328569.1538461539
953;Diemen;10;337415.28
954;Diemen;11;385394.05555555556
955;Diemen;12;384165.94444444444
956;Dinkelland;1;271550.0
957;Dinkelland;2;270300.0
958;Dinkelland;3;260200.0
959;Dinkelland;4;323100.0
960;Dinkelland;5;251600.0
961;Dinkelland;6;385640.0
962;Dinkelland;7;312590.9090909091
963;Dinkelland;8;252821.42857142858
964;Dinkelland;9;358307.6923076923
965;Dinkelland;10;261440.0
966;Dinkelland;11;442250.0
967;Dinkelland;12;252000.0
968;Doesburg;1;207214.2857142857
969;Doesburg;2;194500.0
970;Doesburg;3;297300.0
971;Doesburg;4;230777.77777777778
972;Doesburg;5;280388.8888888889
973;Doesburg;6;282916.6666666667
974;Doesburg;7;285666.6666666667
975;Doesburg;8;292031.1875
976;Doesburg;9;301863.63636363635
977;Doesburg;10;424312.5
978;Doesburg;11;388000.0
979;Doesburg;12;250937.5
980;Doetinchem;1;239497.22222222222
981;Doetinchem;2;269227.2727272727
982;Doetinchem;3;276000.0
983;Doetinchem;4;286746.6666666667
984;Doetinchem;5;282116.27906976745
985;Doetinchem;6;277955.0724637681
986;Doetinchem;7;268390.0
987;Doetinchem;8;264390.625
988;Doetinchem;9;238382.5
989;Doetinchem;10;266401.40845070424
990;Doetinchem;11;301204.91803278687
991;Doetinchem;12;271527.72307692305
992;Dongen;1;283823.5294117647
993;Dongen;2;341909.0909090909
994;Dongen;3;313153.8461538461
995;Dongen;4;267666.6666666667
996;Dongen;5;286846.1538461539
997;Dongen;6;280425.9259259259
998;Dongen;7;404000.0
999;Dongen;8;245809.52380952382
1000;Dongen;9;347548.7804878049
1001;Dongen;10;274083.3333333333
1002;Dongen;11;264952.38095238095
1003;Dongen;12;312096.1538461539
1004;Dongeradeel;1;237909.0909090909
1005;Dongeradeel;2;207277.77777777778
1006;Dongeradeel;3;210566.66666666666
1007;Dongeradeel;4;195445.0
1008;Dongeradeel;5;249350.0
1009;Dongeradeel;6;244944.44444444444
1010;Dongeradeel;7;219704.54545454544
1011;Dongeradeel;8;212192.3076923077
1012;Dongeradeel;9;211604.16666666666
1013;Dongeradeel;10;230375.0
1014;Dongeradeel;11;201305.55555555556
1015;Dongeradeel;12;182625.0
1016;Dordrecht;1;243550.72463768115
1017;Dordrecht;2;238313.98601398602
1018;Dordrecht;3;286689.9038461539
1019;Dordrecht;4;228651.49006622517
1020;Dordrecht;5;237468.26896551723
1021;Dordrecht;6;250409.0909090909
1022;Dordrecht;7;230346.12403100776
1023;Dordrecht;8;225337.5
1024;Dordrecht;9;231351.65562913907
1025;Dordrecht;10;280846.75757575757
1026;Dordrecht;11;237201.63551401868
1027;Dordrecht;12;243885.7142857143
1028;Drechterland;1;309538.46153846156
1029;Drechterland;2;373285.71428571426
1030;Drechterland;3;307588.23529411765
1031;Drechterland;4;282952.38095238095
1032;Drechterland;5;289450.0
1033;Drechterland;6;270595.2380952381
1034;Drechterland;7;328642.85714285716
1035;Drechterland;8;318263.15789473685
1036;Drechterland;9;357916.6666666667
1037;Drechterland;10;357858.6956521739
1038;Drechterland;11;324500.0
1039;Drechterland;12;349126.6666666667
1040;Drimmelen;1;304200.0
1041;Drimmelen;2;364972.22222222225
1042;Drimmelen;3;263655.1724137931
1043;Drimmelen;4;274661.29032258067
1044;Drimmelen;5;316973.6842105263
1045;Drimmelen;6;303166.6666666667
1046;Drimmelen;7;290203.7037037037
1047;Drimmelen;8;294050.0
1048;Drimmelen;9;340467.7419354839
1049;Drimmelen;10;319613.63636363635
1050;Drimmelen;11;280704.54545454547
1051;Drimmelen;12;342416.6666666667
1052;Dronten;1;262396.22641509434
1053;Dronten;2;245055.55555555556
1054;Dronten;3;239899.05660377358
1055;Dronten;4;237107.6923076923
1056;Dronten;5;256602.04081632654
1057;Dronten;6;236976.7441860465
1058;Dronten;7;241919.11764705883
1059;Dronten;8;228562.04504504506
1060;Dronten;9;261284.3137254902
1061;Dronten;10;248734.693877551
1062;Dronten;11;271771.73913043475
1063;Dronten;12;259643.73529411765
1064;Druten;1;270066.6666666667
1065;Druten;2;302562.5
1066;Druten;3;320782.60869565216
1067;Druten;4;303264.70588235295
1068;Druten;5;236263.15789473685
1069;Druten;6;277607.14285714284
1070;Druten;7;295882.35294117645
1071;Druten;8;266500.0
1072;Druten;9;288441.17647058825
1073;Druten;10;341250.0
1074;Druten;11;315875.0
1075;Druten;12;430307.6923076923
1076;Duiven;1;231708.33333333334
1077;Duiven;2;328617.64705882355
1078;Duiven;3;242944.44444444444
1079;Duiven;4;271997.9166666667
1080;Duiven;5;277428.5714285714
1081;Duiven;6;246579.3103448276
1082;Duiven;7;315086.95652173914
1083;Duiven;8;236375.0
1084;Duiven;9;219194.11764705883
1085;Duiven;10;224043.47826086957
1086;Duiven;11;263960.0
1087;Duiven;12;235433.33333333334
1088;Echt-Susteren;1;275931.0344827586
1089;Echt-Susteren;2;293391.3043478261
1090;Echt-Susteren;3;220423.2142857143
1091;Echt-Susteren;4;250391.30434782608
1092;Echt-Susteren;5;255303.84615384616
1093;Echt-Susteren;6;248770.83333333334
1094;Echt-Susteren;7;263000.0
1095;Echt-Susteren;8;239372.5
1096;Echt-Susteren;9;242051.72413793104
1097;Echt-Susteren;10;254640.0
1098;Echt-Susteren;11;299396.5517241379
1099;Echt-Susteren;12;308480.0
1100;Edam-Volendam;1;348433.3333333333
1101;Edam-Volendam;2;321666.6666666667
1102;Edam-Volendam;3;380574.0740740741
1103;Edam-Volendam;4;378975.0
1104;Edam-Volendam;5;356384.6153846154
1105;Edam-Volendam;6;310080.0
1106;Edam-Volendam;7;335461.53846153844
1107;Edam-Volendam;8;340777.77777777775
1108;Edam-Volendam;9;429975.0
1109;Edam-Volendam;10;301187.5
1110;Edam-Volendam;11;353842.1052631579
1111;Edam-Volendam;12;339772.7272727273
1112;Ede;1;306105.82524271845
1113;Ede;2;323501.2195121951
1114;Ede;3;303349.3788819876
1115;Ede;4;298569.84126984124
1116;Ede;5;307921.31147540984
1117;Ede;6;335974.6936416185
1118;Ede;7;281759.6899224806
1119;Ede;8;273494.6666666667
1120;Ede;9;317274.3506493507
1121;Ede;10;284866.6666666667
1122;Ede;11;305632.0855614973
1123;Ede;12;318715.4137931034
1124;Eemnes;1;406000.0
1125;Eemnes;2;388166.6666666667
1126;Eemnes;3;436227.2727272727
1127;Eemnes;4;505166.6666666667
1128;Eemnes;5;410388.8888888889
1129;Eemnes;6;380928.5714285714
1130;Eemnes;7;322166.6666666667
1131;Eemnes;8;648071.4285714285
1132;Eemnes;9;566437.5
1133;Eemnes;10;393888.8888888889
1134;Eemnes;11;507000.0
1135;Eemnes;12;466000.0
1136;Eemsmond;1;246400.0
1137;Eemsmond;2;215785.7142857143
1138;Eemsmond;3;180957.14285714287
1139;Eemsmond;4;184857.14285714287
1140;Eemsmond;5;197500.0
1141;Eemsmond;6;158900.0
1142;Eemsmond;7;193555.55555555556
1143;Eemsmond;8;168071.42857142858
1144;Eemsmond;9;218392.85714285713
1145;Eemsmond;10;157444.44444444444
1146;Eemsmond;11;215950.0
1147;Eemsmond;12;206583.33333333334
1148;Eersel;1;402788.23529411765
1149;Eersel;2;371263.15789473685
1150;Eersel;3;396833.3333333333
1151;Eersel;4;319964.28571428574
1152;Eersel;5;464818.1818181818
1153;Eersel;6;472466.6666666667
1154;Eersel;7;477843.6875
1155;Eersel;8;354733.3333333333
1156;Eersel;9;386437.5
1157;Eersel;10;386536.1111111111
1158;Eersel;11;409583.3333333333
1159;Eersel;12;350625.0
1160;Eijsden-Margraten;1;311636.36363636365
1161;Eijsden-Margraten;2;372652.17391304346
1162;Eijsden-Margraten;3;380400.0
1163;Eijsden-Margraten;4;319888.82352941175
1164;Eijsden-Margraten;5;451566.6666666667
1165;Eijsden-Margraten;6;350722.22222222225
1166;Eijsden-Margraten;7;366200.0
1167;Eijsden-Margraten;8;322107.14285714284
1168;Eijsden-Margraten;9;304500.0
1169;Eijsden-Margraten;10;357482.61904761905
1170;Eijsden-Margraten;11;365611.1111111111
1171;Eijsden-Margraten;12;328200.0
1172;Eindhoven;1;296399.26470588235
1173;Eindhoven;2;317469.623655914
1174;Eindhoven;3;323447.9233226837
1175;Eindhoven;4;306892.1511627907
1176;Eindhoven;5;311083.6820083682
1177;Eindhoven;6;339683.6466165414
1178;Eindhoven;7;330881.6901408451
1179;Eindhoven;8;337597.81468531466
1180;Eindhoven;9;330893.5714285714
1181;Eindhoven;10;314221.9827586207
1182;Eindhoven;11;322763.75
1183;Eindhoven;12;359962.81862745096
1184;Elburg;1;276411.76470588235
1185;Elburg;2;320789.4736842105
1186;Elburg;3;245062.5
1187;Elburg;4;297636.36363636365
1188;Elburg;5;302041.6666666667
1189;Elburg;6;307406.0606060606
1190;Elburg;7;249583.33333333334
1191;Elburg;8;300694.44444444444
1192;Elburg;9;305583.3333333333
1193;Elburg;10;323630.0
1194;Elburg;11;333400.0
1195;Elburg;12;269111.1111111111
1196;Emmen;1;196959.4245283019
1197;Emmen;2;207410.7142857143
1198;Emmen;3;204032.06896551725
1199;Emmen;4;195058.7037037037
1200;Emmen;5;205311.68224299065
1201;Emmen;6;227168.8679245283
1202;Emmen;7;229298.0350877193
1203;Emmen;8;200367.64705882352
1204;Emmen;9;203499.47916666666
1205;Emmen;10;203315.42056074768
1206;Emmen;11;217985.45801526718
1207;Emmen;12;208052.36904761905
1208;Enkhuizen;1;287095.2380952381
1209;Enkhuizen;2;271571.4285714286
1210;Enkhuizen;3;301312.5
1211;Enkhuizen;4;227205.26315789475
1212;Enkhuizen;5;243050.0
1213;Enkhuizen;6;240269.23076923078
1214;Enkhuizen;7;259421.05263157896
1215;Enkhuizen;8;214448.27586206896
1216;Enkhuizen;9;241900.0
1217;Enkhuizen;10;261625.0
1218;Enkhuizen;11;228175.0
1219;Enkhuizen;12;221863.63636363635
1220;Enschede;1;221845.73643410852
1221;Enschede;2;242837.786259542
1222;Enschede;3;258759.53757225434
1223;Enschede;4;234657.3076923077
1224;Enschede;5;237302.99386503067
1225;Enschede;6;235054.54545454544
1226;Enschede;7;238773.2876712329
1227;Enschede;8;240611.11111111112
1228;Enschede;9;239502.97619047618
1229;Enschede;10;261412.37113402062
1230;Enschede;11;243560.3448275862
1231;Enschede;12;223973.1182795699
1232;Epe;1;377446.34146341466
1233;Epe;2;366404.7619047619
1234;Epe;3;392051.28205128206
1235;Epe;4;383055.55555555556
1236;Epe;5;372096.77419354836
1237;Epe;6;452528.5714285714
1238;Epe;7;341951.6129032258
1239;Epe;8;354000.0
1240;Epe;9;427632.0
1241;Epe;10;370260.0
1242;Epe;11;361275.8620689655
1243;Epe;12;342267.85714285716
1244;Ermelo;1;464437.5
1245;Ermelo;2;415666.6666666667
1246;Ermelo;3;405400.0
1247;Ermelo;4;379500.0
1248;Ermelo;5;333348.48484848486
1249;Ermelo;6;360528.5714285714
1250;Ermelo;7;343153.8461538461
1251;Ermelo;8;323338.70967741933
1252;Ermelo;9;314959.4736842105
1253;Ermelo;10;328583.3333333333
1254;Ermelo;11;320826.0869565217
1255;Ermelo;12;343690.4761904762
1256;Etten-Leur;1;317030.30303030304
1257;Etten-Leur;2;288898.30508474575
1258;Etten-Leur;3;296178.5714285714
1259;Etten-Leur;4;343357.60869565216
1260;Etten-Leur;5;260382.97872340426
1261;Etten-Leur;6;342866.6666666667
1262;Etten-Leur;7;324833.1818181818
1263;Etten-Leur;8;341527.397260274
1264;Etten-Leur;9;376047.1698113208
1265;Etten-Leur;10;352554.54545454547
1266;Etten-Leur;11;296544.64285714284
1267;Etten-Leur;12;279332.2916666667
1268;Ferwerderadiel;1;199125.0
1269;Ferwerderadiel;2;131000.0
1270;Ferwerderadiel;3;192000.0
1271;Ferwerderadiel;4;268700.0
1272;Ferwerderadiel;5;181700.0
1273;Ferwerderadiel;6;189416.66666666666
1274;Ferwerderadiel;7;155583.33333333334
1275;Ferwerderadiel;8;210800.0
1276;Ferwerderadiel;9;233583.33333333334
1277;Ferwerderadiel;10;231875.0
1278;Ferwerderadiel;11;231000.0
1279;Ferwerderadiel;12;269750.0
1280;Geertruidenberg;1;298352.9411764706
1281;Geertruidenberg;2;245527.77777777778
1282;Geertruidenberg;3;256397.95918367346
1283;Geertruidenberg;4;298000.0
1284;Geertruidenberg;5;264620.96774193546
1285;Geertruidenberg;6;254568.18181818182
1286;Geertruidenberg;7;255906.25
1287;Geertruidenberg;8;244029.41176470587
1288;Geertruidenberg;9;288574.0740740741
1289;Geertruidenberg;10;282047.61904761905
1290;Geertruidenberg;11;299925.0
1291;Geertruidenberg;12;217750.0
1292;Geldermalsen;1;353472.7272727273
1293;Geldermalsen;2;365478.26086956525
1294;Geldermalsen;3;327412.0689655172
1295;Geldermalsen;4;373590.9090909091
1296;Geldermalsen;5;353357.14285714284
1297;Geldermalsen;6;367091.6666666667
1298;Geldermalsen;7;368309.5238095238
1299;Geldermalsen;8;371972.22222222225
1300;Geldermalsen;9;363246.34146341466
1301;Geldermalsen;10;362635.71428571426
1302;Geldermalsen;11;314650.0
1303;Geldermalsen;12;335435.29411764705
1304;Geldrop-Mierlo;1;269589.552238806
1305;Geldrop-Mierlo;2;267910.71428571426
1306;Geldrop-Mierlo;3;286813.9534883721
1307;Geldrop-Mierlo;4;271023.8095238095
1308;Geldrop-Mierlo;5;317539.0625
1309;Geldrop-Mierlo;6;426114.9425287356
1310;Geldrop-Mierlo;7;318347.5348837209
1311;Geldrop-Mierlo;8;322377.77777777775
1312;Geldrop-Mierlo;9;359215.9090909091
1313;Geldrop-Mierlo;10;355565.7894736842
1314;Geldrop-Mierlo;11;283562.5
1315;Geldrop-Mierlo;12;291650.0
1316;Gemert-Bakel;1;338964.28571428574
1317;Gemert-Bakel;2;366859.375
1318;Gemert-Bakel;3;317340.0
1319;Gemert-Bakel;4;319888.8888888889
1320;Gemert-Bakel;5;333058.82352941175
1321;Gemert-Bakel;6;345934.7826086957
1322;Gemert-Bakel;7;354272.7272727273
1323;Gemert-Bakel;8;310738.09523809527
1324;Gemert-Bakel;9;285038.46153846156
1325;Gemert-Bakel;10;323562.5
1326;Gemert-Bakel;11;329113.63636363635
1327;Gemert-Bakel;12;332040.0
1328;Gennep;1;252916.66666666666
1329;Gennep;2;231993.33333333334
1330;Gennep;3;240363.63636363635
1331;Gennep;4;259416.66666666666
1332;Gennep;5;252250.0
1333;Gennep;6;274708.3333333333
1334;Gennep;7;291968.75
1335;Gennep;8;261150.0
1336;Gennep;9;288366.6666666667
1337;Gennep;10;270205.55555555556
1338;Gennep;11;278583.3333333333
1339;Gennep;12;310777.77777777775
1340;Giessenlanden;1;222350.0
1341;Giessenlanden;2;335400.0
1342;Giessenlanden;3;405694.44444444444
1343;Giessenlanden;4;455409.0909090909
1344;Giessenlanden;5;436681.8181818182
1345;Giessenlanden;6;384850.0
1346;Giessenlanden;7;398666.6666666667
1347;Giessenlanden;8;389333.3333333333
1348;Giessenlanden;9;451187.5
1349;Giessenlanden;10;352769.23076923075
1350;Giessenlanden;11;263625.0
1351;Giessenlanden;12;604750.0
1352;Gilze en Rijen;1;252214.2857142857
1353;Gilze en Rijen;2;285282.60869565216
1354;Gilze en Rijen;3;295363.63636363635
1355;Gilze en Rijen;4;272375.0
1356;Gilze en Rijen;5;261764.70588235295
1357;Gilze en Rijen;6;332236.84210526315
1358;Gilze en Rijen;7;327729.1666666667
1359;Gilze en Rijen;8;293875.0
1360;Gilze en Rijen;9;355108.6956521739
1361;Gilze en Rijen;10;327780.0
1362;Gilze en Rijen;11;314260.8695652174
1363;Gilze en Rijen;12;292086.95652173914
1364;Goeree-Overflakkee;1;286047.1698113208
1365;Goeree-Overflakkee;2;260759.0909090909
1366;Goeree-Overflakkee;3;259953.57142857142
1367;Goeree-Overflakkee;4;298224.0
1368;Goeree-Overflakkee;5;298076.6233766234
1369;Goeree-Overflakkee;6;279672.7272727273
1370;Goeree-Overflakkee;7;351060.6060606061
1371;Goeree-Overflakkee;8;305383.72093023255
1372;Goeree-Overflakkee;9;254376.4150943396
1373;Goeree-Overflakkee;10;322625.0
1374;Goeree-Overflakkee;11;248889.7435897436
1375;Goeree-Overflakkee;12;260467.3076923077
1376;Goes;1;267775.0
1377;Goes;2;280625.0
1378;Goes;3;246077.55102040817
1379;Goes;4;244308.82352941178
1380;Goes;5;267147.61363636365
1381;Goes;6;265925.9259259259
1382;Goes;7;283707.31707317074
1383;Goes;8;282962.5
1384;Goes;9;259352.27272727274
1385;Goes;10;239211.05172413794
1386;Goes;11;279791.6666666667
1387;Goes;12;234534.4827586207
1388;Goirle;1;307820.0
1389;Goirle;2;307337.5
1390;Goirle;3;335857.14285714284
1391;Goirle;4;338343.75
1392;Goirle;5;380631.5789473684
1393;Goirle;6;351920.0
1394;Goirle;7;404372.5
1395;Goirle;8;346931.0344827586
1396;Goirle;9;349956.52173913043
1397;Goirle;10;297942.3076923077
1398;Goirle;11;371473.6842105263
1399;Goirle;12;348983.87096774194
1400;Gooise Meren;1;446408.53658536583
1401;Gooise Meren;2;550444.4444444445
1402;Gooise Meren;3;555000.0
1403;Gooise Meren;4;562120.0
1404;Gooise Meren;5;575280.0
1405;Gooise Meren;6;540361.4457831326
1406;Gooise Meren;7;473683.67346938775
1407;Gooise Meren;8;416773.3333333333
1408;Gooise Meren;9;565932.9268292683
1409;Gooise Meren;10;560981.8181818182
1410;Gooise Meren;11;583382.3529411765
1411;Gooise Meren;12;453163.04347826086
1412;Gorinchem;1;308430.55555555556
1413;Gorinchem;2;285319.23076923075
1414;Gorinchem;3;296763.15789473685
1415;Gorinchem;4;290629.4117647059
1416;Gorinchem;5;274769.23076923075
1417;Gorinchem;6;348569.23076923075
1418;Gorinchem;7;255458.33333333334
1419;Gorinchem;8;251016.12903225806
1420;Gorinchem;9;317404.7619047619
1421;Gorinchem;10;283333.3333333333
1422;Gorinchem;11;244097.0588235294
1423;Gorinchem;12;304376.362745098
1424;Gouda;1;218917.80821917808
1425;Gouda;2;216140.625
1426;Gouda;3;267898.1707317073
1427;Gouda;4;243479.72972972973
1428;Gouda;5;277937.5
1429;Gouda;6;271301.724137931
1430;Gouda;7;259831.76470588235
1431;Gouda;8;237724.07407407407
1432;Gouda;9;238945.7831325301
1433;Gouda;10;260011.49425287356
1434;Gouda;11;253647.53086419753
1435;Gouda;12;314693.661971831
1436;Grave;1;227166.66666666666
1437;Grave;2;320500.0
1438;Grave;3;346365.3846153846
1439;Grave;4;316562.5
1440;Grave;5;287772.7272727273
1441;Grave;6;272291.6666666667
1442;Grave;7;312916.6666666667
1443;Grave;8;316642.85714285716
1444;Grave;9;297000.0
1445;Grave;10;248100.0
1446;Grave;11;239600.0
1447;Grave;12;238650.0
1448;Groningen;1;251613.50833333333
1449;Groningen;2;226769.8773006135
1450;Groningen;3;227468.9837398374
1451;Groningen;4;249072.8781512605
1452;Groningen;5;226497.8260869565
1453;Groningen;6;261496.75409836066
1454;Groningen;7;221760.22727272726
1455;Groningen;8;232800.99337748345
1456;Groningen;9;238266.58935361216
1457;Groningen;10;264086.9627507163
1458;Groningen;11;244639.17322834645
1459;Groningen;12;244268.33333333334
1460;Grootegast;1;267483.3333333333
1461;Grootegast;2;229000.0
1462;Grootegast;3;237600.0
1463;Grootegast;4;268562.5
1464;Grootegast;5;293071.4285714286
1465;Grootegast;6;234566.66666666666
1466;Grootegast;7;285500.0
1467;Grootegast;8;263312.5
1468;Grootegast;9;184500.0
1469;Grootegast;10;246000.0
1470;Grootegast;11;212062.5
1471;Grootegast;12;219416.66666666666
1472;Gulpen-Wittem;1;361428.5714285714
1473;Gulpen-Wittem;2;337000.0
1474;Gulpen-Wittem;3;296388.8888888889
1475;Gulpen-Wittem;4;275450.0
1476;Gulpen-Wittem;5;354750.0
1477;Gulpen-Wittem;6;343625.0
1478;Gulpen-Wittem;7;306150.0
1479;Gulpen-Wittem;8;281722.22222222225
1480;Gulpen-Wittem;9;311772.7272727273
1481;Gulpen-Wittem;10;234111.11111111112
1482;Gulpen-Wittem;11;300062.5
1483;Gulpen-Wittem;12;357000.0
1484;Haaksbergen;1;285339.28571428574
1485;Haaksbergen;2;200812.5
1486;Haaksbergen;3;304568.15
1487;Haaksbergen;4;268545.45454545453
1488;Haaksbergen;5;283916.6666666667
1489;Haaksbergen;6;233031.25
1490;Haaksbergen;7;248041.66666666666
1491;Haaksbergen;8;247150.0
1492;Haaksbergen;9;295075.0
1493;Haaksbergen;10;264911.47222222225
1494;Haaksbergen;11;312142.85714285716
1495;Haaksbergen;12;229273.66666666666
1496;Haaren;1;500200.0
1497;Haaren;2;390846.1538461539
1498;Haaren;3;581714.2857142857
1499;Haaren;4;472300.0
1500;Haaren;5;524678.5714285715
1501;Haaren;6;411800.0
1502;Haaren;7;333366.6666666667
1503;Haaren;8;435090.9090909091
1504;Haaren;9;448055.55555555556
1505;Haaren;10;387400.0
1506;Haaren;11;389928.5714285714
1507;Haaren;12;457166.6666666667
1508;Haarlem;1;387118.0722891566
1509;Haarlem;2;373621.69811320753
1510;Haarlem;3;413292.3076923077
1511;Haarlem;4;425225.93582887703
1512;Haarlem;5;401889.42307692306
1513;Haarlem;6;410560.37735849054
1514;Haarlem;7;390406.25
1515;Haarlem;8;420417.68292682926
1516;Haarlem;9;420433.48017621145
1517;Haarlem;10;362340.0
1518;Haarlem;11;380962.3115577889
1519;Haarlem;12;400333.3333333333
1520;Haarlemmerliede en Spaarnwoude;1;390600.0
1521;Haarlemmerliede en Spaarnwoude;2;582000.0
1522;Haarlemmerliede en Spaarnwoude;3;511500.0
1523;Haarlemmerliede en Spaarnwoude;4;275000.0
1524;Haarlemmerliede en Spaarnwoude;5;333833.3333333333
