;Gemeentenaam;month;koopprijs
1525;Haarlemmerliede en Spaarnwoude;6;487428.5714285714
1526;Haarlemmerliede en Spaarnwoude;7;388250.0
1527;Haarlemmerliede en Spaarnwoude;8;363750.0
1528;Haarlemmerliede en Spaarnwoude;9;392375.0
1529;Haarlemmerliede en Spaarnwoude;10;319666.6666666667
1530;Haarlemmerliede en Spaarnwoude;11;494875.0
1531;Haarlemmerliede en Spaarnwoude;12;587500.0
1532;Haarlemmermeer;1;333602.98507462686
1533;Haarlemmermeer;2;351580.34821428574
1534;Haarlemmermeer;3;386362.9032258064
1535;Haarlemmermeer;4;386009.8039215686
1536;Haarlemmermeer;5;367631.41025641025
1537;Haarlemmermeer;6;364204.5430107527
1538;Haarlemmermeer;7;343464.59537572257
1539;Haarlemmermeer;8;363708.3333333333
1540;Haarlemmermeer;9;374160.25641025644
1541;Haarlemmermeer;10;380941.0642857143
1542;Haarlemmermeer;11;374887.5796178344
1543;Haarlemmermeer;12;350644.44444444444
1544;Halderberge;1;294747.22222222225
1545;Halderberge;2;267214.0
1546;Halderberge;3;297189.6206896552
1547;Halderberge;4;312555.55555555556
1548;Halderberge;5;301194.44444444444
1549;Halderberge;6;304390.625
1550;Halderberge;7;284138.8888888889
1551;Halderberge;8;302484.375
1552;Halderberge;9;366433.3333333333
1553;Halderberge;10;316257.14285714284
1554;Halderberge;11;265600.0
1555;Halderberge;12;302461.53846153844
1556;Hardenberg;1;263093.75
1557;Hardenberg;2;247534.88372093023
1558;Hardenberg;3;263477.2727272727
1559;Hardenberg;4;257763.15789473685
1560;Hardenberg;5;245797.61904761905
1561;Hardenberg;6;266986.8088235294
1562;Hardenberg;7;260775.51020408163
1563;Hardenberg;8;226106.52173913043
1564;Hardenberg;9;250624.5172413793
1565;Hardenberg;10;257015.18867924527
1566;Hardenberg;11;247290.9090909091
1567;Hardenberg;12;273628.5714285714
1568;Harderwijk;1;294051.02040816325
1569;Harderwijk;2;360875.0
1570;Harderwijk;3;319646.22641509434
1571;Harderwijk;4;302470.0
1572;Harderwijk;5;294000.0
1573;Harderwijk;6;359083.3333333333
1574;Harderwijk;7;324877.55102040817
1575;Harderwijk;8;307342.1052631579
1576;Harderwijk;9;326275.5813953488
1577;Harderwijk;10;270764.70588235295
1578;Harderwijk;11;304496.4285714286
1579;Harderwijk;12;266807.6923076923
1580;Hardinxveld-Giessendam;1;287384.6153846154
1581;Hardinxveld-Giessendam;2;267307.6923076923
1582;Hardinxveld-Giessendam;3;255433.33333333334
1583;Hardinxveld-Giessendam;4;324357.14285714284
1584;Hardinxveld-Giessendam;5;312888.8888888889
1585;Hardinxveld-Giessendam;6;329166.6666666667
1586;Hardinxveld-Giessendam;7;269650.0
1587;Hardinxveld-Giessendam;8;263655.55555555556
1588;Hardinxveld-Giessendam;9;301653.8461538461
1589;Hardinxveld-Giessendam;10;298618.1818181818
1590;Hardinxveld-Giessendam;11;346000.0
1591;Hardinxveld-Giessendam;12;223142.85714285713
1592;Haren;1;433456.52173913043
1593;Haren;2;336129.6296296296
1594;Haren;3;371767.85714285716
1595;Haren;4;352937.5
1596;Haren;5;389500.0
1597;Haren;6;452034.4827586207
1598;Haren;7;347121.9512195122
1599;Haren;8;379883.3333333333
1600;Haren;9;392790.32258064515
1601;Haren;10;429928.5714285714
1602;Haren;11;332891.3043478261
1603;Haren;12;300384.6153846154
1604;Harlingen;1;268346.1538461539
1605;Harlingen;2;204115.38461538462
1606;Harlingen;3;199312.5
1607;Harlingen;4;233500.0
1608;Harlingen;5;229000.0
1609;Harlingen;6;241562.5
1610;Harlingen;7;207125.0
1611;Harlingen;8;237062.5
1612;Harlingen;9;217833.33333333334
1613;Harlingen;10;248576.92307692306
1614;Harlingen;11;374750.0
1615;Harlingen;12;296983.3333333333
1616;Hattem;1;298033.3333333333
1617;Hattem;2;435722.22222222225
1618;Hattem;3;326636.36363636365
1619;Hattem;4;624111.1111111111
1620;Hattem;5;305772.7272727273
1621;Hattem;6;301500.0
1622;Hattem;7;382333.3333333333
1623;Hattem;8;328625.0
1624;Hattem;9;328937.5
1625;Hattem;10;292653.8461538461
1626;Hattem;11;275142.85714285716
1627;Hattem;12;384666.6666666667
1628;Heemskerk;1;330850.0
1629;Heemskerk;2;296402.77777777775
1630;Heemskerk;3;297030.30303030304
1631;Heemskerk;4;293931.0344827586
1632;Heemskerk;5;390903.8461538461
1633;Heemskerk;6;272137.54761904763
1634;Heemskerk;7;384517.64705882355
1635;Heemskerk;8;302022.5806451613
1636;Heemskerk;9;276926.8292682927
1637;Heemskerk;10;329308.82352941175
1638;Heemskerk;11;295270.8333333333
1639;Heemskerk;12;314500.0
1640;Heemstede;1;549984.8484848485
1641;Heemstede;2;531025.0
1642;Heemstede;3;513900.0
1643;Heemstede;4;532444.4444444445
1644;Heemstede;5;590216.2162162162
1645;Heemstede;6;577769.2307692308
1646;Heemstede;7;741625.0
1647;Heemstede;8;558638.5542168674
1648;Heemstede;9;654421.052631579
1649;Heemstede;10;646259.2592592592
1650;Heemstede;11;672816.6666666666
1651;Heemstede;12;717307.6923076923
1652;Heerde;1;347678.5714285714
1653;Heerde;2;300630.39130434784
1654;Heerde;3;311903.8076923077
1655;Heerde;4;460200.0
1656;Heerde;5;417933.3333333333
1657;Heerde;6;335644.7368421053
1658;Heerde;7;305176.4705882353
1659;Heerde;8;259660.7142857143
1660;Heerde;9;309631.5789473684
1661;Heerde;10;318388.8888888889
1662;Heerde;11;335035.71428571426
1663;Heerde;12;344461.53846153844
1664;Heerenveen;1;272715.11627906974
1665;Heerenveen;2;213866.66666666666
1666;Heerenveen;3;264426.84210526315
1667;Heerenveen;4;253188.88888888888
1668;Heerenveen;5;284806.4516129032
1669;Heerenveen;6;256472.3768115942
1670;Heerenveen;7;283666.6666666667
1671;Heerenveen;8;285035.71428571426
1672;Heerenveen;9;273611.2068965517
1673;Heerenveen;10;282012.0689655172
1674;Heerenveen;11;282117.64705882355
1675;Heerenveen;12;270525.71428571426
1676;Heerhugowaard;1;256546.55737704918
1677;Heerhugowaard;2;280310.12658227846
1678;Heerhugowaard;3;287409.58904109587
1679;Heerhugowaard;4;297697.5903614458
1680;Heerhugowaard;5;283240.3846153846
1681;Heerhugowaard;6;312715.1960784314
1682;Heerhugowaard;7;278255.3191489362
1683;Heerhugowaard;8;288405.48387096776
1684;Heerhugowaard;9;290679.06493506493
1685;Heerhugowaard;10;269982.92727272725
1686;Heerhugowaard;11;302292.42718446604
1687;Heerhugowaard;12;289661.7346938776
1688;Heerlen;1;176375.0
1689;Heerlen;2;184253.96825396825
1690;Heerlen;3;179020.89552238805
1691;Heerlen;4;205698.46153846153
1692;Heerlen;5;188552.63157894736
1693;Heerlen;6;173961.64383561644
1694;Heerlen;7;172956.0
1695;Heerlen;8;167804.34782608695
1696;Heerlen;9;231524.60317460317
1697;Heerlen;10;178498.68421052632
1698;Heerlen;11;189680.95238095237
1699;Heerlen;12;184860.0
1700;Heeze-Leende;1;332750.0
1701;Heeze-Leende;2;406714.28571428574
1702;Heeze-Leende;3;320461.53846153844
1703;Heeze-Leende;4;356208.3333333333
1704;Heeze-Leende;5;291443.1818181818
1705;Heeze-Leende;6;391027.77777777775
1706;Heeze-Leende;7;341178.5714285714
1707;Heeze-Leende;8;318870.8333333333
1708;Heeze-Leende;9;463000.0
1709;Heeze-Leende;10;387700.0
1710;Heeze-Leende;11;336187.5
1711;Heeze-Leende;12;380769.23076923075
1712;Heiloo;1;422118.4210526316
1713;Heiloo;2;565268.2926829269
1714;Heiloo;3;418137.77777777775
1715;Heiloo;4;381460.0
1716;Heiloo;5;375403.8461538461
1717;Heiloo;6;420453.8461538461
1718;Heiloo;7;415956.52173913043
1719;Heiloo;8;404333.3333333333
1720;Heiloo;9;407000.0
1721;Heiloo;10;439971.0
1722;Heiloo;11;415545.45454545453
1723;Heiloo;12;326456.52173913043
1724;Hellendoorn;1;227473.91304347827
1725;Hellendoorn;2;249366.24242424243
1726;Hellendoorn;3;279602.5909090909
1727;Hellendoorn;4;252234.2105263158
1728;Hellendoorn;5;277071.4285714286
1729;Hellendoorn;6;272764.0566037736
1730;Hellendoorn;7;270386.48484848486
1731;Hellendoorn;8;302481.2978723404
1732;Hellendoorn;9;283190.875
1733;Hellendoorn;10;285159.86363636365
1734;Hellendoorn;11;293016.7659574468
1735;Hellendoorn;12;247053.57142857142
1736;Hellevoetsluis;1;274952.05479452055
1737;Hellevoetsluis;2;241177.14285714287
1738;Hellevoetsluis;3;268156.1224489796
1739;Hellevoetsluis;4;262150.0
1740;Hellevoetsluis;5;263031.7073170732
1741;Hellevoetsluis;6;278438.8888888889
1742;Hellevoetsluis;7;283251.92307692306
1743;Hellevoetsluis;8;241288.88888888888
1744;Hellevoetsluis;9;311973.9423076923
1745;Hellevoetsluis;10;263212.962962963
1746;Hellevoetsluis;11;243540.54054054053
1747;Hellevoetsluis;12;277050.0
1748;Helmond;1;301392.5789473684
1749;Helmond;2;297472.22222222225
1750;Helmond;3;280715.7534246575
1751;Helmond;4;274929.4871794872
1752;Helmond;5;295471.91011235956
1753;Helmond;6;299241.3793103448
1754;Helmond;7;293602.5
1755;Helmond;8;282311.76470588235
1756;Helmond;9;303018.5061728395
1757;Helmond;10;269190.72164948453
1758;Helmond;11;263404.4117647059
1759;Helmond;12;320746.0317460318
1760;Hendrik-Ido-Ambacht;1;282104.1666666667
1761;Hendrik-Ido-Ambacht;2;274982.14285714284
1762;Hendrik-Ido-Ambacht;3;286502.5
1763;Hendrik-Ido-Ambacht;4;259881.57894736843
1764;Hendrik-Ido-Ambacht;5;322987.5
1765;Hendrik-Ido-Ambacht;6;303216.6666666667
1766;Hendrik-Ido-Ambacht;7;293030.6451612903
1767;Hendrik-Ido-Ambacht;8;309282.35294117645
1768;Hendrik-Ido-Ambacht;9;322560.9756097561
1769;Hendrik-Ido-Ambacht;10;324500.0
1770;Hendrik-Ido-Ambacht;11;330664.81481481483
1771;Hendrik-Ido-Ambacht;12;298314.51612903224
1772;Hengelo;1;251506.338028169
1773;Hengelo;2;218759.1463414634
1774;Hengelo;3;222073.03370786516
1775;Hengelo;4;234142.85714285713
1776;Hengelo;5;252470.42253521126
1777;Hengelo;6;235925.8426966292
1778;Hengelo;7;265562.5
1779;Hengelo;8;219652.1739130435
1780;Hengelo;9;215931.1224489796
1781;Hengelo;10;264387.1264367816
1782;Hengelo;11;227170.6896551724
1783;Hengelo;12;242767.85714285713
1784;Heumen;1;419571.4285714286
1785;Heumen;2;341200.0
1786;Heumen;3;385409.0909090909
1787;Heumen;4;337029.4117647059
1788;Heumen;5;319038.46153846156
1789;Heumen;6;344333.3333333333
1790;Heumen;7;364458.3333333333
1791;Heumen;8;408454.54545454547
1792;Heumen;9;410578.94736842107
1793;Heumen;10;319393.9393939394
1794;Heumen;11;302562.5
1795;Heumen;12;346815.0
1796;Heusden;1;309029.347826087
1797;Heusden;2;283655.8064516129
1798;Heusden;3;285386.0759493671
1799;Heusden;4;363773.3870967742
1800;Heusden;5;429311.1111111111
1801;Heusden;6;324759.25925925927
1802;Heusden;7;326814.6341463415
1803;Heusden;8;348876.40449438203
1804;Heusden;9;371628.5714285714
1805;Heusden;10;306327.2727272727
1806;Heusden;11;322586.95652173914
1807;Heusden;12;338800.0
1808;Hillegom;1;288478.26086956525
1809;Hillegom;2;247500.0
1810;Hillegom;3;369900.0
1811;Hillegom;4;299388.8888888889
1812;Hillegom;5;300863.63636363635
1813;Hillegom;6;317900.0
1814;Hillegom;7;312565.2173913043
1815;Hillegom;8;317781.25
1816;Hillegom;9;333115.3846153846
1817;Hillegom;10;319500.0
1818;Hillegom;11;283281.25
1819;Hillegom;12;311642.85714285716
1820;Hilvarenbeek;1;399727.2727272727
1821;Hilvarenbeek;2;325000.0
1822;Hilvarenbeek;3;473733.3333333333
1823;Hilvarenbeek;4;472083.3333333333
1824;Hilvarenbeek;5;375916.6666666667
1825;Hilvarenbeek;6;377000.0
1826;Hilvarenbeek;7;344166.6666666667
1827;Hilvarenbeek;8;354743.75
1828;Hilvarenbeek;9;416750.0
1829;Hilvarenbeek;10;415111.1111111111
1830;Hilvarenbeek;11;413875.0
1831;Hilvarenbeek;12;418500.0
1832;Hilversum;1;441378.3783783784
1833;Hilversum;2;393258.6206896552
1834;Hilversum;3;405279.31451612903
1835;Hilversum;4;394938.7755102041
1836;Hilversum;5;425544.1176470588
1837;Hilversum;6;387279.1666666667
1838;Hilversum;7;387159.474137931
1839;Hilversum;8;398538.6904761905
1840;Hilversum;9;402590.1639344262
1841;Hilversum;10;381612.83185840707
1842;Hilversum;11;377578.65168539324
1843;Hilversum;12;429038.46153846156
1844;Hof van Twente;1;345025.0
1845;Hof van Twente;2;304552.0833333333
1846;Hof van Twente;3;297875.0
1847;Hof van Twente;4;294403.22580645164
1848;Hof van Twente;5;315456.52173913043
1849;Hof van Twente;6;354821.4285714286
1850;Hof van Twente;7;280000.0
1851;Hof van Twente;8;325986.1111111111
1852;Hof van Twente;9;337180.55555555556
1853;Hof van Twente;10;300875.0
1854;Hof van Twente;11;297458.3333333333
1855;Hof van Twente;12;309571.4285714286
1856;Hollands Kroon;1;278230.76923076925
1857;Hollands Kroon;2;264678.5714285714
1858;Hollands Kroon;3;275829.78723404254
1859;Hollands Kroon;4;271194.8275862069
1860;Hollands Kroon;5;252744.44444444444
1861;Hollands Kroon;6;272882.97872340423
1862;Hollands Kroon;7;320620.0
1863;Hollands Kroon;8;251875.0
1864;Hollands Kroon;9;279982.4561403509
1865;Hollands Kroon;10;283320.1754385965
1866;Hollands Kroon;11;269132.6530612245
1867;Hollands Kroon;12;222217.64705882352
1868;Hoogeveen;1;214333.33333333334
1869;Hoogeveen;2;205679.4871794872
1870;Hoogeveen;3;216830.76923076922
1871;Hoogeveen;4;199976.08695652173
1872;Hoogeveen;5;221148.0
1873;Hoogeveen;6;219340.9090909091
1874;Hoogeveen;7;223699.15254237287
1875;Hoogeveen;8;227313.72549019608
1876;Hoogeveen;9;215512.96296296295
1877;Hoogeveen;10;220676.19047619047
1878;Hoogeveen;11;213357.03125
1879;Hoogeveen;12;223307.6923076923
1880;Hoorn;1;268125.0
1881;Hoorn;2;274203.7037037037
1882;Hoorn;3;309082.0895522388
1883;Hoorn;4;261764.70588235295
1884;Hoorn;5;265281.25
1885;Hoorn;6;301422.5352112676
1886;Hoorn;7;261377.19298245615
1887;Hoorn;8;267801.94805194804
1888;Hoorn;9;284359.1836734694
1889;Hoorn;10;265186.8686868687
1890;Hoorn;11;252023.80952380953
1891;Hoorn;12;250956.52173913043
1892;Horst aan de Maas;1;280375.0
1893;Horst aan de Maas;2;233300.0
1894;Horst aan de Maas;3;254217.39130434784
1895;Horst aan de Maas;4;265333.3333333333
1896;Horst aan de Maas;5;250812.5
1897;Horst aan de Maas;6;296833.3333333333
1898;Horst aan de Maas;7;265309.5238095238
1899;Horst aan de Maas;8;300860.0
1900;Horst aan de Maas;9;298291.6666666667
1901;Horst aan de Maas;10;236851.85185185185
1902;Horst aan de Maas;11;259333.33333333334
1903;Horst aan de Maas;12;283420.0
1904;Houten;1;374742.85714285716
1905;Houten;2;378848.48484848486
1906;Houten;3;386491.5740740741
1907;Houten;4;323416.5833333333
1908;Houten;5;379571.4285714286
1909;Houten;6;414417.29411764705
1910;Houten;7;367523.5576923077
1911;Houten;8;405280.70175438595
1912;Houten;9;375402.17391304346
1913;Houten;10;358298.6111111111
1914;Houten;11;389083.3333333333
1915;Houten;12;396100.0
1916;Huizen;1;406977.2727272727
1917;Huizen;2;387293.1034482759
1918;Huizen;3;437776.78571428574
1919;Huizen;4;412750.0
1920;Huizen;5;400761.36363636365
1921;Huizen;6;539207.4468085107
1922;Huizen;7;369944.44444444444
1923;Huizen;8;439628.5714285714
1924;Huizen;9;456151.16279069765
1925;Huizen;10;374974.358974359
1926;Huizen;11;345859.375
1927;Huizen;12;426890.1041666667
1928;Hulst;1;202875.0
1929;Hulst;2;215952.38095238095
1930;Hulst;3;236153.84615384616
1931;Hulst;4;241028.57142857142
1932;Hulst;5;237830.95238095237
1933;Hulst;6;247344.8275862069
1934;Hulst;7;255138.88888888888
1935;Hulst;8;230500.0
1936;Hulst;9;281736.0
1937;Hulst;10;237856.0
1938;Hulst;11;246537.5
1939;Hulst;12;267384.6153846154
1940;IJsselstein;1;319365.3846153846
1941;IJsselstein;2;336222.22222222225
1942;IJsselstein;3;331473.6842105263
1943;IJsselstein;4;299000.0
1944;IJsselstein;5;358583.3333333333
1945;IJsselstein;6;353604.9696969697
1946;IJsselstein;7;311928.5714285714
1947;IJsselstein;8;348340.0
1948;IJsselstein;9;366081.08108108107
1949;IJsselstein;10;329232.14285714284
1950;IJsselstein;11;350328.5714285714
1951;IJsselstein;12;273957.8947368421
1952;Kaag en Braassem;1;360407.4074074074
1953;Kaag en Braassem;2;303442.3076923077
1954;Kaag en Braassem;3;363934.375
1955;Kaag en Braassem;4;332571.4285714286
1956;Kaag en Braassem;5;379041.6666666667
1957;Kaag en Braassem;6;377193.8775510204
1958;Kaag en Braassem;7;374145.3488372093
1959;Kaag en Braassem;8;324904.7619047619
1960;Kaag en Braassem;9;326619.04761904763
1961;Kaag en Braassem;10;350400.0
1962;Kaag en Braassem;11;397076.92307692306
1963;Kaag en Braassem;12;423035.71428571426
1964;Kampen;1;239800.0
1965;Kampen;2;253322.22222222222
1966;Kampen;3;280830.35714285716
1967;Kampen;4;246484.61538461538
1968;Kampen;5;242192.3076923077
1969;Kampen;6;237378.57142857142
1970;Kampen;7;244150.0
1971;Kampen;8;251250.0
1972;Kampen;9;258342.62295081967
1973;Kampen;10;262844.3396226415
1974;Kampen;11;262232.35294117645
1975;Kampen;12;276352.2727272727
1976;Kapelle;1;232909.0909090909
1977;Kapelle;2;212181.81818181818
1978;Kapelle;3;265352.9411764706
1979;Kapelle;4;275166.6666666667
1980;Kapelle;5;275687.5
1981;Kapelle;6;315388.8888888889
1982;Kapelle;7;254000.0
1983;Kapelle;8;294166.6666666667
1984;Kapelle;9;277233.3333333333
1985;Kapelle;10;244615.38461538462
1986;Kapelle;11;252541.66666666666
1987;Kapelle;12;264458.3333333333
1988;Katwijk;1;314029.4117647059
1989;Katwijk;2;398224.2990654206
1990;Katwijk;3;330924.5283018868
1991;Katwijk;4;307769.23076923075
1992;Katwijk;5;408333.3333333333
1993;Katwijk;6;374664.0625
1994;Katwijk;7;343728.0701754386
1995;Katwijk;8;328240.0
1996;Katwijk;9;333086.53846153844
1997;Katwijk;10;319259.6153846154
1998;Katwijk;11;357129.6296296296
1999;Katwijk;12;303593.0232558139
2000;Kerkrade;1;149970.5588235294
2001;Kerkrade;2;199296.2962962963
2002;Kerkrade;3;173647.0588235294
2003;Kerkrade;4;167636.36363636365
2004;Kerkrade;5;200592.59259259258
2005;Kerkrade;6;177156.86274509804
2006;Kerkrade;7;188010.2564102564
2007;Kerkrade;8;193478.26086956522
2008;Kerkrade;9;192085.7142857143
2009;Kerkrade;10;190728.57142857142
2010;Kerkrade;11;176214.2857142857
2011;Kerkrade;12;209800.0
2012;Koggenland;1;298957.14285714284
2013;Koggenland;2;243269.23076923078
2014;Koggenland;3;312823.3333333333
2015;Koggenland;4;348950.0
2016;Koggenland;5;266184.2105263158
2017;Koggenland;6;279148.0
2018;Koggenland;7;345059.375
2019;Koggenland;8;267968.4210526316
2020;Koggenland;9;288690.4761904762
2021;Koggenland;10;303230.76923076925
2022;Koggenland;11;294264.70588235295
2023;Koggenland;12;249533.33333333334
2024;Kollumerland en Nieuwkruisland;1;205300.0
2025;Kollumerland en Nieuwkruisland;2;204000.0
2026;Kollumerland en Nieuwkruisland;3;187909.0909090909
2027;Kollumerland en Nieuwkruisland;4;233400.0
2028;Kollumerland en Nieuwkruisland;5;211362.5
2029;Kollumerland en Nieuwkruisland;6;238227.27272727274
2030;Kollumerland en Nieuwkruisland;7;255111.11111111112
2031;Kollumerland en Nieuwkruisland;8;220750.0
2032;Kollumerland en Nieuwkruisland;9;237433.33333333334
2033;Kollumerland en Nieuwkruisland;10;203428.57142857142
2034;Kollumerland en Nieuwkruisland;11;226388.88888888888
2035;Kollumerland en Nieuwkruisland;12;176904.54545454544
2036;Korendijk;1;218740.0
2037;Korendijk;2;414625.0
2038;Korendijk;3;366714.28571428574
2039;Korendijk;4;261741.66666666666
2040;Korendijk;5;268062.5
2041;Korendijk;6;320266.6666666667
2042;Korendijk;7;386562.93333333335
2043;Korendijk;8;254666.66666666666
2044;Korendijk;9;266291.6666666667
2045;Korendijk;10;334875.0
2046;Korendijk;11;296562.5
2047;Korendijk;12;215166.66666666666
2048;Krimpen aan den IJssel;1;294017.85714285716
2049;Krimpen aan den IJssel;2;298000.0
2050;Krimpen aan den IJssel;3;277478.7878787879
2051;Krimpen aan den IJssel;4;286605.2631578947
2052;Krimpen aan den IJssel;5;279759.25925925927
2053;Krimpen aan den IJssel;6;326136.36363636365
2054;Krimpen aan den IJssel;7;273067.85714285716
2055;Krimpen aan den IJssel;8;288529.4117647059
2056;Krimpen aan den IJssel;9;310900.0
2057;Krimpen aan den IJssel;10;315375.75757575757
2058;Krimpen aan den IJssel;11;271611.1111111111
2059;Krimpen aan den IJssel;12;251815.7894736842
2060;Krimpenerwaard;1;342301.6393442623
2061;Krimpenerwaard;2;326254.74576271186
2062;Krimpenerwaard;3;317791.6666666667
2063;Krimpenerwaard;4;295010.8108108108
2064;Krimpenerwaard;5;354077.77777777775
2065;Krimpenerwaard;6;324520.6081081081
2066;Krimpenerwaard;7;335513.15789473685
2067;Krimpenerwaard;8;366454.54545454547
2068;Krimpenerwaard;9;328335.9375
2069;Krimpenerwaard;10;349893.6170212766
2070;Krimpenerwaard;11;287256.0975609756
2071;Krimpenerwaard;12;270121.6216216216
2072;Laarbeek;1;284821.4285714286
2073;Laarbeek;2;356375.0
2074;Laarbeek;3;359100.0
2075;Laarbeek;4;334157.8947368421
2076;Laarbeek;5;332843.75
2077;Laarbeek;6;330115.3846153846
2078;Laarbeek;7;310300.0
2079;Laarbeek;8;352043.47826086957
2080;Laarbeek;9;364625.0
2081;Laarbeek;10;326571.4285714286
2082;Laarbeek;11;335000.0
2083;Laarbeek;12;294115.3846153846
2084;Landerd;1;319687.5
2085;Landerd;2;500333.3333333333
2086;Landerd;3;359321.4285714286
2087;Landerd;4;356900.0
2088;Landerd;5;315730.76923076925
2089;Landerd;6;302156.25
2090;Landerd;7;379000.0
2091;Landerd;8;411750.0
2092;Landerd;9;357458.3333333333
2093;Landerd;10;322109.0909090909
2094;Landerd;11;392000.0
2095;Landerd;12;392750.0
2096;Landgraaf;1;187133.33333333334
2097;Landgraaf;2;178626.36363636365
2098;Landgraaf;3;214160.7142857143
2099;Landgraaf;4;202368.42105263157
2100;Landgraaf;5;209854.83870967742
2101;Landgraaf;6;226500.0
2102;Landgraaf;7;209323.07692307694
2103;Landgraaf;8;207893.10344827586
2104;Landgraaf;9;208416.66666666666
2105;Landgraaf;10;195818.18181818182
2106;Landgraaf;11;209160.0
2107;Landgraaf;12;222462.96296296295
2108;Landsmeer;1;242668.5
2109;Landsmeer;2;560904.4
2110;Landsmeer;3;579894.4285714285
2111;Landsmeer;4;354861.85714285716
2112;Landsmeer;5;471790.4285714286
2113;Landsmeer;6;501462.3846153846
2114;Landsmeer;7;397000.0
2115;Landsmeer;8;532250.0
2116;Landsmeer;9;503153.3
2117;Landsmeer;10;394230.22222222225
2118;Landsmeer;11;479472.5294117647
2119;Landsmeer;12;533174.0
2120;Langedijk;1;331918.25396825396
2121;Langedijk;2;342227.2727272727
2122;Langedijk;3;325914.28571428574
2123;Langedijk;4;339684.2105263158
2124;Langedijk;5;323261.90476190473
2125;Langedijk;6;362854.1666666667
2126;Langedijk;7;320535.71428571426
2127;Langedijk;8;362208.3333333333
2128;Langedijk;9;380100.0
2129;Langedijk;10;343500.0
2130;Langedijk;11;315791.3793103448
2131;Langedijk;12;379500.0
2132;Lansingerland;1;428276.31868131866
2133;Lansingerland;2;426839.7727272727
2134;Lansingerland;3;528021.1267605633
2135;Lansingerland;4;376434.7826086957
2136;Lansingerland;5;388716.6666666667
2137;Lansingerland;6;397469.8024691358
2138;Lansingerland;7;336981.9277108434
2139;Lansingerland;8;388897.2166666667
2140;Lansingerland;9;412370.3703703704
2141;Lansingerland;10;370664.33566433564
2142;Lansingerland;11;453779.4117647059
2143;Lansingerland;12;378372.3404255319
2144;Laren;1;661388.8888888889
2145;Laren;2;887777.7777777778
2146;Laren;3;836347.8260869565
2147;Laren;4;796710.5263157894
2148;Laren;5;1003176.4705882353
2149;Laren;6;1073137.9310344828
2150;Laren;7;667820.5128205129
2151;Laren;8;805750.0
2152;Laren;9;849000.2142857143
2153;Laren;10;602791.6666666666
2154;Laren;11;748000.0
2155;Laren;12;823090.9090909091
2156;Leek;1;266346.1538461539
2157;Leek;2;248031.25
2158;Leek;3;217065.21739130435
2159;Leek;4;245289.47368421053
2160;Leek;5;266363.63636363635
2161;Leek;6;271500.0
2162;Leek;7;251970.58823529413
2163;Leek;8;241413.88888888888
2164;Leek;9;258622.5
2165;Leek;10;244765.38461538462
2166;Leek;11;253093.75
2167;Leek;12;373415.3846153846
2168;Leerdam;1;271258.82352941175
2169;Leerdam;2;278400.0
2170;Leerdam;3;299971.73913043475
2171;Leerdam;4;275032.14285714284
2172;Leerdam;5;299060.0
2173;Leerdam;6;335751.31707317074
2174;Leerdam;7;233926.19047619047
2175;Leerdam;8;273333.3333333333
2176;Leerdam;9;275586.36363636365
2177;Leerdam;10;225571.42857142858
2178;Leerdam;11;361696.77419354836
2179;Leerdam;12;298100.0
2180;Leeuwarden;1;230808.63333333333
2181;Leeuwarden;2;207398.1182795699
2182;Leeuwarden;3;224788.59060402686
2183;Leeuwarden;4;214385.65891472867
2184;Leeuwarden;5;229008.77192982455
2185;Leeuwarden;6;226002.41818181818
2186;Leeuwarden;7;219742.42424242425
2187;Leeuwarden;8;219166.79104477612
2188;Leeuwarden;9;224576.48936170212
2189;Leeuwarden;10;218870.0892857143
2190;Leeuwarden;11;205503.88349514562
2191;Leeuwarden;12;218044.44444444444
2192;Leiden;1;310417.47572815535
2193;Leiden;2;306649.4252873563
2194;Leiden;3;338803.1914893617
2195;Leiden;4;324709.5238095238
2196;Leiden;5;321094.0594059406
2197;Leiden;6;341294.8717948718
2198;Leiden;7;323666.6666666667
2199;Leiden;8;339227.63157894736
2200;Leiden;9;326461.86440677964
2201;Leiden;10;350959.8214285714
2202;Leiden;11;352875.0
2203;Leiden;12;316394.1176470588
2204;Leiderdorp;1;303519.23076923075
2205;Leiderdorp;2;296185.18518518517
2206;Leiderdorp;3;321758.6206896552
2207;Leiderdorp;4;335626.76056338026
2208;Leiderdorp;5;322850.0
2209;Leiderdorp;6;319966.6666666667
2210;Leiderdorp;7;364115.3846153846
2211;Leiderdorp;8;317826.92307692306
2212;Leiderdorp;9;336241.93548387097
2213;Leiderdorp;10;307919.3548387097
2214;Leiderdorp;11;281479.1666666667
2215;Leiderdorp;12;291725.0
2216;Leidschendam-Voorburg;1;355922.9885057471
2217;Leidschendam-Voorburg;2;305900.0
2218;Leidschendam-Voorburg;3;324460.824742268
2219;Leidschendam-Voorburg;4;331939.3617021277
2220;Leidschendam-Voorburg;5;339313.2075471698
2221;Leidschendam-Voorburg;6;408075.36057692306
2222;Leidschendam-Voorburg;7;373314.95327102806
2223;Leidschendam-Voorburg;8;362530.5263157895
2224;Leidschendam-Voorburg;9;379658.1632653061
2225;Leidschendam-Voorburg;10;373720.5188679245
2226;Leidschendam-Voorburg;11;376815.29411764705
2227;Leidschendam-Voorburg;12;346083.0508474576
2228;Lelystad;1;228111.97183098592
2229;Lelystad;2;247052.1739130435
2230;Lelystad;3;210718.42105263157
